unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
46402515.456125,-0.2901763916,-0.9434814453,-0.2505950928,,,,,,,,,,,,,,,,,,,,,,,,
46402.5982529583,,,,,,,,,,,-72.4831390381,-132.3531951904,231.9873962402,,,,,,,,,,,,,,
46402616.3869167,-0.1848754883,-0.9331665039,-0.3392028809,,,,,,,,,,,,,,,,,,,,,,,,
46402616.4042917,,,,,0.1954243587,-0.3740630793,-0.2625570571,,,,,,,,,,,,,,,,,,,,
46402.6988094583,,,,,,,,,,,-71.9786224365,-132.8577270508,231.1699676514,,,,,,,,,,,,,,
46402713.78625,,,,,-0.4215214089,-0.1083357952,-0.2220557033,,,,,,,,,,,,,,,,,,,,
46402717.2359583,-0.0349121094,-0.8338928223,-0.5086669922,,,,,,,,,,,,,,,,,,,,,,,,
46402.79985225,,,,,,,,,,,-72.3149719238,-130.8396301270,229.8620605469,,,,,,,,,,,,,,
46402811.1642083,,,,,-0.2629621239,-0.0758300499,-0.0669923499,,,,,,,,,,,,,,,,,,,,
46402818.0737917,0.0547485352,-0.9856414795,-0.5178222656,,,,,,,,,,,,,,,,,,,,,,,,
46402.9008888333,,,,,,,,,,,-70.1287078857,-129.9987640381,228.7176666260,,,,,,,,,,,,,,
46402908.546125,,,,,-0.1113273241,0.2790297737,-0.0949273118,,,,,,,,,,,,,,,,,,,,
46402918.91375,-0.1120605469,-0.7670745850,-0.5392303467,,,,,,,,,,,,,,,,,,,,,,,,
46403.001932375,,,,,,,,,,,-68.6151275635,-129.8305816650,228.2272033691,,,,,,,,,,,,,,
46403005.924125,,,,,-0.4770411271,0.2238325644,-0.1754692926,,,,,,,,,,,,,,,,,,,,
46403019.7649167,0.0424194336,-0.8500518799,-0.6181182861,,,,,,,,,,,,,,,,,,,,,,,,
46403.1029747917,,,,,,,,,,,-69.6241760254,-127.1398010254,228.5541687012,,,,,,,,,,,,,,
46403103.306,,,,,0.5214022003,0.3300516792,-0.2594723176,,,,,,,,,,,,,,,,,,,,
46403120.5993333,0.1596069336,-0.8529968262,-0.5278778076,,,,,,,,,,,,,,,,,,,,,,,,
46403.2032975833,,,,,,,,,,,-70.4650573730,-128.3170166016,228.3906860352,,,,,,,,,,,,,,
46403200.684,,,,,-0.4444174038,0.0619384691,0.0275405478,,,,,,,,,,,,,,,,,,,,
46403221.4315,0.0839080811,-0.8365325928,-0.8003692627,,,,,,,,,,,,,,,,,,,,,,,,
46403298.0659167,,,,,0.3011611750,-0.0476364951,0.0560648673,,,,,,,,,,,,,,,,,,,,
46403.3043362083,,,,,,,,,,,-70.1287078857,-129.6624145508,226.1018829346,,,,,,,,,,,,,,
46403322.1534583,0.1619567871,-0.9239807129,-0.3789520264,,,,,,,,,,,,,,,,,,,,,,,,
1451522797999.89,,,,,,,,,,,,,,52.4899106035516,13.3819267749141,262.468109130859,14.1899995803833,38.4038696289062,10.0,3.0,,,,,,,
46403.4053795833,,,,,,,,,,,-69.2878265381,-126.4671020508,225.2844390869,,,,,,,,,,,,,,
46403395.44375,,,,,-0.6005622669,-0.1150930339,0.0685870507,,,,,,,,,,,,,,,,,,,,
46403422.9810833,-0.0010833740,-0.7369842529,-0.8734893799,,,,,,,,,,,,,,,,,,,,,,,,
46403492.8257083,,,,,0.3812320427,0.0440862350,0.0981710420,,,,,,,,,,,,,,,,,,,,
46403.5065268333,,,,,,,,,,,-69.9605255127,-128.4851989746,226.9193115234,,,,,,,,,,,,,,
46403523.8195,0.0502166748,-0.8510742188,-0.4297332764,,,,,,,,,,,,,,,,,,,,,,,,
46403590.203625,,,,,-0.4816111115,0.0535910569,0.0242163901,,,,,,,,,,,,,,,,,,,,
46403.6075715833,,,,,,,,,,,-70.4650573730,-127.9806671143,227.0827941895,,,,,,,,,,,,,,
46403624.7659583,-0.0906829834,-0.7254333496,-0.7811889648,,,,,,,,,,,,,,,,,,,,,,,,
46403687.5853333,,,,,0.6792296486,0.6313966123,0.0730047023,,,,,,,,,,,,,,,,,,,,
46403.7087557083,,,,,,,,,,,-68.9514770508,-129.8305816650,228.8811492920,,,,,,,,,,,,,,
46403725.5345,0.1011962891,-0.8614807129,-0.3708038330,,,,,,,,,,,,,,,,,,,,,,,,
46403784.9634167,,,,,-0.0339766092,-0.0631872253,0.1360920591,,,,,,,,,,,,,,,,,,,,
46403.8097959167,,,,,,,,,,,-67.6060943604,-128.4851989746,227.9002227783,,,,,,,,,,,,,,
46403826.453,0.0498962402,-0.8365020752,-0.6260986328,,,,,,,,,,,,,,,,,,,,,,,,
46403882.34525,,,,,0.2617660983,-0.2182223492,0.0172207986,,,,,,,,,,,,,,,,,,,,
46403.9108350417,,,,,,,,,,,-68.9514770508,-129.4942321777,227.9002227783,,,,,,,,,,,,,,
46403927.2975833,0.0305938721,-0.8610992432,-0.6041870117,,,,,,,,,,,,,,,,,,,,,,,,
46403979.7230833,,,,,0.3724185774,0.0308979950,-0.0625179729,,,,,,,,,,,,,,,,,,,,
46404.0118855,,,,,,,,,,,-69.7923583984,-132.0168609619,229.0446319580,,,,,,,,,,,,,,
46404028.1405833,0.0529937744,-0.8642120361,-0.4565887451,,,,,,,,,,,,,,,,,,,,,,,,
46404077.1048333,,,,,0.1713459203,-0.0389881457,-0.0034205641,,,,,,,,,,,,,,,,,,,,
46404.1129188333,,,,,,,,,,,-68.7833099365,-132.6895446777,228.3906860352,,,,,,,,,,,,,,
46404128.9619167,0.0409393311,-0.8151245117,-0.6305541992,,,,,,,,,,,,,,,,,,,,,,,,
46404174.4828333,,,,,0.2533731461,-0.0624093159,0.2489949093,,,,,,,,,,,,,,,,,,,,
46404.213961375,,,,,,,,,,,-69.7923583984,-133.3622436523,230.0255584717,,,,,,,,,,,,,,
46404229.7890833,0.0061035156,-0.9467315674,-0.5187530518,,,,,,,,,,,,,,,,,,,,,,,,
46404271.8647083,,,,,0.0468918752,0.4018723401,-0.1407390089,,,,,,,,,,,,,,,,,,,,
46404.3150057917,,,,,,,,,,,-68.6151275635,-131.5123291016,229.5350952148,,,,,,,,,,,,,,
46404330.6361667,0.0620880127,-0.9303283691,-0.5526885986,,,,,,,,,,,,,,,,,,,,,,,,
46404369.2425417,,,,,0.1115909770,-0.1141787707,-0.1921955422,,,,,,,,,,,,,,,,,,,,
46404.4160628333,,,,,,,,,,,-71.3059234619,-131.8486785889,228.2272033691,,,,,,,,,,,,,,
46404431.4944167,0.0454101562,-0.8642730713,-0.5377502441,,,,,,,,,,,,,,,,,,,,,,,,
46404466.6243333,,,,,0.2916459668,-0.2606928444,-0.4344598444,,,,,,,,,,,,,,,,,,,,
46404.5171067917,,,,,,,,,,,-70.2968750000,-131.8486785889,228.5541687012,,,,,,,,,,,,,,
1451522798999.89,,,,,,,,,,,,,,52.4898893074619,13.3816622546545,262.468109130859,17.8099994659424,38.0383911132812,10.0,4.0,,,,,,,
46404532.3490417,0.0164947510,-0.8742370605,-0.3953247070,,,,,,,,,,,,,,,,,,,,,,,,
46404564.0021667,,,,,-0.4924887930,0.4780251651,-0.3289011936,,,,,,,,,,,,,,,,,,,,
46404.6172542917,,,,,,,,,,,-70.2968750000,-130.1669311523,228.5541687012,,,,,,,,,,,,,,
46404633.1889583,0.0438232422,-0.7825317383,-0.4126281738,,,,,,,,,,,,,,,,,,,,,,,,
46404661.384,,,,,-0.0088558096,0.2756704623,-0.2645586890,,,,,,,,,,,,,,,,,,,,
46404.7182975,,,,,,,,,,,-69.6241760254,-130.5032806396,227.5732574463,,,,,,,,,,,,,,
46404734.00675,0.1079711914,-0.8365020752,-0.4368591309,,,,,,,,,,,,,,,,,,,,,,,,
46404758.7618333,,,,,-0.1691695851,-0.4270237660,-0.3230129444,,,,,,,,,,,,,,,,,,,,
46404.8193413333,,,,,,,,,,,-70.9695739746,-130.1669311523,226.5923309326,,,,,,,,,,,,,,
46404834.8281667,0.1353454590,-0.8841247559,-0.4170684814,,,,,,,,,,,,,,,,,,,,,,,,
46404856.143625,,,,,-0.1251837513,0.2758033541,0.2006263112,,,,,,,,,,,,,,,,,,,,
46404.9203847083,,,,,,,,,,,-69.1196594238,-130.3351135254,226.1018829346,,,,,,,,,,,,,,
46404935.671125,0.0259094238,-0.8676147461,-0.6678009033,,,,,,,,,,,,,,,,,,,,,,,,
46404953.5214167,,,,,0.3266782530,-0.2196399498,0.1929276452,,,,,,,,,,,,,,,,,,,,
46405.0214405833,,,,,,,,,,,-70.4650573730,-132.6895446777,227.0827941895,,,,,,,,,,,,,,
46405036.4982083,0.0177917480,-0.9494934082,-0.3450775146,,,,,,,,,,,,,,,,,,,,,,,,
46405050.90325,,,,,-0.0093343796,-0.0041273671,0.2009746527,,,,,,,,,,,,,,,,,,,,
46405.1224805417,,,,,,,,,,,-71.6422729492,-132.1850280762,227.2462768555,,,,,,,,,,,,,,
46405137.3405833,-0.0833435059,-0.8888397217,-0.4390563965,,,,,,,,,,,,,,,,,,,,,,,,
46405148.2810417,,,,,0.1197724742,0.2606992360,-0.0951536805,,,,,,,,,,,,,,,,,,,,
46405.2235197083,,,,,,,,,,,-69.9605255127,-131.5123291016,225.6114196777,,,,,,,,,,,,,,
46405245.6629167,,,,,-0.3380795120,0.3166764852,-0.5107407675,,,,,,,,,,,,,,,,,,,,
46405238.0619583,-0.1420288086,-0.7020721436,-0.6410675049,,,,,,,,,,,,,,,,,,,,,,,,
46405.3245593333,,,,,,,,,,,-67.6060943604,-126.1307525635,223.6495819092,,,,,,,,,,,,,,
46405339.0145,0.1641998291,-0.6756591797,-0.8727569580,,,,,,,,,,,,,,,,,,,,,,,,
46405343.0405833,,,,,-0.3367956020,0.2551782367,-0.4528654834,,,,,,,,,,,,,,,,,,,,
1451522799999.89,,,,,,,,,,,,,,52.4898543401395,13.3813727572827,262.468109130859,19.7999992370605,38.41259765625,10.0,3.0,,,,,,,
46405.4246744167,,,,,,,,,,,-67.6060943604,-126.1307525635,220.7068176270,,,,,,,,,,,,,,
46405440.4224583,,,,,0.4861169138,0.2221992477,-0.1304839745,,,,,,,,,,,,,,,,,,,,
46405439.86675,0.2300872803,-0.6252136230,-0.7876739502,,,,,,,,,,,,,,,,,,,,,,,,
46405.5257222083,,,,,,,,,,,-65.0834655762,-130.3351135254,222.8321533203,,,,,,,,,,,,,,
46405537.8002083,,,,,-0.2000886190,0.0221998445,-0.0094145408,,,,,,,,,,,,,,,,,,,,
46405540.5962917,0.1894836426,-0.7178344727,-0.5070648193,,,,,,,,,,,,,,,,,,,,,,,,
46405.6267705833,,,,,,,,,,,-65.4198150635,-128.3170166016,222.1782073975,,,,,,,,,,,,,,
46405635.1820417,,,,,0.1136237679,-0.0697628363,0.1434682163,,,,,,,,,,,,,,,,,,,,
46405641.5456667,0.0865478516,-0.7456970215,-0.7214508057,,,,,,,,,,,,,,,,,,,,,,,,
46405.7273505833,,,,,,,,,,,-66.5970458984,-129.4942321777,223.3226013184,,,,,,,,,,,,,,
46405732.55975,,,,,-0.0503033846,-0.1429331873,-0.1014049185,,,,,,,,,,,,,,,,,,,,
46405742.4130833,-0.0548400879,-0.6433410645,-0.8137054443,,,,,,,,,,,,,,,,,,,,,,,,
46405.828392,,,,,,,,,,,-67.7742614746,-128.6533660889,225.1209564209,,,,,,,,,,,,,,
46405829.9415417,,,,,-0.0658301464,0.1135446720,-0.2382887354,,,,,,,,,,,,,,,,,,,,
46405843.2805417,-0.0051879883,-0.4775085449,-0.7530975342,,,,,,,,,,,,,,,,,,,,,,,,
46405.929436,,,,,,,,,,,-67.2697448730,-126.1307525635,224.3035278320,,,,,,,,,,,,,,
46405927.3192917,,,,,-0.2628896859,-0.0462151660,-0.1107084055,,,,,,,,,,,,,,,,,,,,
46405944.1289583,-0.0242309570,-0.4140319824,-0.9585723877,,,,,,,,,,,,,,,,,,,,,,,,
46406024.7010417,,,,,0.1875579135,-0.5823062976,0.0364088742,,,,,,,,,,,,,,,,,,,,
46406.0299217917,,,,,,,,,,,-68.6151275635,-122.7672729492,220.0528717041,,,,,,,,,,,,,,
46406045.0086667,-0.0001678467,-0.3495178223,-1.2796630859,,,,,,,,,,,,,,,,,,,,,,,,
46406.1309595,,,,,,,,,,,-68.7833099365,-126.6352691650,220.8703155518,,,,,,,,,,,,,,
46406122.0787917,,,,,0.1259470132,0.4391992059,-0.0348309513,,,,,,,,,,,,,,,,,,,,
46406145.785625,-0.0479583740,-0.3211517334,-1.2647399902,,,,,,,,,,,,,,,,,,,,,,,,
46406219.460625,,,,,0.0212488297,-0.2806332630,-0.0333539621,,,,,,,,,,,,,,,,,,,,
46406.2320125833,,,,,,,,,,,-69.1196594238,-129.9987640381,219.2354431152,,,,,,,,,,,,,,
46406246.7252083,-0.0198211670,-0.2856292725,-1.3217010498,,,,,,,,,,,,,,,,,,,,,,,,
46406316.8383333,,,,,0.1086505809,0.2308358791,0.0798184000,,,,,,,,,,,,,,,,,,,,
46406.3330424167,,,,,,,,,,,-70.1287078857,-131.0078125000,218.5814971924,,,,,,,,,,,,,,
46406347.4652083,-0.0393676758,-0.2070922852,-1.3081359863,,,,,,,,,,,,,,,,,,,,,,,,
1451522800999.89,,,,,,,,,,,,,,52.4898124423813,13.3810645159728,263.178497314453,20.5499992370605,38.0733642578125,10.0,3.0,,,,,,,
46406414.2200833,,,,,0.8553607368,-0.2227971273,0.4497381333,,,,,,,,,,,,,,,,,,,,
46406.4340842083,,,,,,,,,,,-66.7652130127,-134.7076416016,220.2163696289,,,,,,,,,,,,,,
46406448.3142083,-0.1829223633,-0.2249908447,-1.1556243896,,,,,,,,,,,,,,,,,,,,,,,,
46406511.5977917,,,,,0.6174925146,-0.1517794095,0.2869305737,,,,,,,,,,,,,,,,,,,,
46406.5351323333,,,,,,,,,,,-68.1106109619,-138.7438201904,222.8321533203,,,,,,,,,,,,,,
46406549.2258333,-0.2695312500,-0.2608489990,-1.1135406494,,,,,,,,,,,,,,,,,,,,,,,,
46406608.9795833,,,,,-0.6207929701,0.4995323215,-0.1023732439,,,,,,,,,,,,,,,,,,,,
46406.6361840833,,,,,,,,,,,-65.7561645508,-137.7347869873,222.8321533203,,,,,,,,,,,,,,
46406650.0398333,-0.1257476807,-0.3098449707,-1.2326507568,,,,,,,,,,,,,,,,,,,,,,,,
46406706.35725,,,,,-0.3895227295,0.0015526229,0.0200882241,,,,,,,,,,,,,,,,,,,,
46406.737223375,,,,,,,,,,,-65.0834655762,-136.3893890381,221.8512268066,,,,,,,,,,,,,,
46406750.8777083,-0.2658233643,-0.3276824951,-1.4032287598,,,,,,,,,,,,,,,,,,,,,,,,
46406803.7390417,,,,,0.0356549333,0.0105599664,-0.2283149308,,,,,,,,,,,,,,,,,,,,
46406.8382645,,,,,,,,,,,-64.9152984619,-134.8758239746,220.3798522949,,,,,,,,,,,,,,
46406851.7133333,-0.0857086182,-0.1584777832,-1.3040161133,,,,,,,,,,,,,,,,,,,,,,,,
46406901.1167083,,,,,-0.3192229999,0.0779216967,-0.1363099057,,,,,,,,,,,,,,,,,,,,
46406.9393160833,,,,,,,,,,,-65.0834655762,-134.0349426270,219.2354431152,,,,,,,,,,,,,,
46406952.5502917,-0.0176086426,-0.2073211670,-1.4290618896,,,,,,,,,,,,,,,,,,,,,,,,
46406998.4984583,,,,,0.3464966989,-0.2677097412,0.2908813732,,,,,,,,,,,,,,,,,,,,
46407.0403554167,,,,,,,,,,,-67.1015625000,-132.3531951904,220.5433349609,,,,,,,,,,,,,,
46407053.3879167,-0.2531890869,-0.2072143555,-1.2005767822,,,,,,,,,,,,,,,,,,,,,,,,
46407095.876125,,,,,-0.3628903196,0.3468841888,-0.2529252024,,,,,,,,,,,,,,,,,,,,
46407.141398375,,,,,,,,,,,-65.0834655762,-131.0078125000,219.2354431152,,,,,,,,,,,,,,
46407154.222625,-0.1466217041,-0.2000122070,-1.2426910400,,,,,,,,,,,,,,,,,,,,,,,,
46407193.2578333,,,,,-0.5573050739,-0.2717042165,0.0670695815,,,,,,,,,,,,,,,,,,,,
46407.2424971667,,,,,,,,,,,-64.7471160889,-129.6624145508,219.2354431152,,,,,,,,,,,,,,
46407254.965125,-0.0908508301,-0.2671661377,-1.3604888916,,,,,,,,,,,,,,,,,,,,,,,,
46407290.6355,,,,,0.0779496598,-0.4220055716,0.1659740581,,,,,,,,,,,,,,,,,,,,
46407.3435364583,,,,,,,,,,,-66.4288635254,-130.6714630127,219.5624084473,,,,,,,,,,,,,,
46407355.8274583,-0.3435516357,-0.1997070312,-1.1313018799,,,,,,,,,,,,,,,,,,,,,,,,
46407388.0172083,,,,,-0.0490184093,0.5902720788,-0.3409900807,,,,,,,,,,,,,,,,,,,,
1451522801999.89,,,,,,,,,,,,,,52.4897838998546,13.3808284988194,263.178497314453,17.4500007629395,37.9996337890625,10.0,3.0,,,,,,,
46407.4445771667,,,,,,,,,,,-64.9152984619,-129.8305816650,219.3989257812,,,,,,,,,,,,,,
46407456.7424583,-0.0910797119,-0.2000122070,-0.9656982422,,,,,,,,,,,,,,,,,,,,,,,,
46407485.394875,,,,,-0.1914301497,0.0886851285,0.0768415185,,,,,,,,,,,,,,,,,,,,
46407.5451754167,,,,,,,,,,,-62.0563354492,-127.6443176270,221.1972808838,,,,,,,,,,,,,,
46407557.5677917,-0.1897583008,-0.4150543213,-1.3440551758,,,,,,,,,,,,,,,,,,,,,,,,
46407582.7765833,,,,,-0.7370279675,-0.1152011582,-0.3761565903,,,,,,,,,,,,,,,,,,,,
46407.6462148333,,,,,,,,,,,-60.8791198730,-123.1036071777,219.0719604492,,,,,,,,,,,,,,
46407658.4255833,-0.0084991455,-0.1745758057,-1.4288940430,,,,,,,,,,,,,,,,,,,,,,,,
46407680.1542083,,,,,0.0688810637,0.4353842277,-0.4150536559,,,,,,,,,,,,,,,,,,,,
46407.747271,,,,,,,,,,,-61.8881530762,-124.7853546143,217.4370880127,,,,,,,,,,,,,,
46407759.239625,-0.0978851318,-0.1041564941,-1.0910491943,,,,,,,,,,,,,,,,,,,,,,,,
46407777.5359167,,,,,-0.0231215646,0.2357113281,-0.1853051455,,,,,,,,,,,,,,,,,,,,
46407.8483115,,,,,,,,,,,-62.0563354492,-124.9535369873,216.6196594238,,,,,,,,,,,,,,
46407860.054625,-0.0244598389,-0.1945037842,-1.1512298584,,,,,,,,,,,,,,,,,,,,,,,,
46407874.9134583,,,,,-0.0035870117,-0.0885977768,0.0957124117,,,,,,,,,,,,,,,,,,,,
46407.9493505833,,,,,,,,,,,-60.5427703857,-123.7763061523,216.1291961670,,,,,,,,,,,,,,
46407960.8722917,-0.0422668457,-0.1792449951,-1.3775024414,,,,,,,,,,,,,,,,,,,,,,,,
46407972.295125,,,,,-0.1104340999,-0.0204810404,-0.2581734940,,,,,,,,,,,,,,,,,,,,
46408.050399375,,,,,,,,,,,-61.8881530762,-124.1126556396,215.4752502441,,,,,,,,,,,,,,
46408061.7050417,-0.0994415283,-0.0408782959,-1.2665557861,,,,,,,,,,,,,,,,,,,,,,,,
46408069.6727083,,,,,0.0414017686,-0.0506972661,0.0186349371,,,,,,,,,,,,,,,,,,,,
46408.151439625,,,,,,,,,,,-61.7199859619,-123.6081390381,214.6578216553,,,,,,,,,,,,,,
46408167.054375,,,,,-0.0948447538,-0.0402512830,0.1317441823,,,,,,,,,,,,,,,,,,,,
46408162.5322083,-0.1605224609,-0.0723876953,-1.2763671875,,,,,,,,,,,,,,,,,,,,,,,,
46408.2525070417,,,,,,,,,,,-60.8791198730,-123.1036071777,216.4561767578,,,,,,,,,,,,,,
46408263.3525833,-0.1939544678,-0.1372985840,-1.4351959229,,,,,,,,,,,,,,,,,,,,,,,,
46408264.431875,,,,,-0.2426422048,-0.2686991056,0.0285261837,,,,,,,,,,,,,,,,,,,,
46408.3532725,,,,,,,,,,,-61.5518035889,-120.7491760254,213.8403930664,,,,,,,,,,,,,,
46408361.8135833,,,,,-0.2806819989,0.4349133808,-0.1871965225,,,,,,,,,,,,,,,,,,,,
46408364.1738333,-0.0875091553,0.0107421875,-1.4570312500,,,,,,,,,,,,,,,,,,,,,,,,
1451522802999.89,,,,,,,,,,,,,,52.4897572856344,13.3806595708739,263.178497314453,14.8500003814697,38.203369140625,10.0,3.0,,,,,,,
46408.4543182083,,,,,,,,,,,-59.0291900635,-121.5900421143,216.6196594238,,,,,,,,,,,,,,
46408459.1910417,,,,,-0.1494102614,0.9449260401,-0.0246510180,,,,,,,,,,,,,,,,,,,,
46408465.0059167,0.0302581787,-0.0406036377,-1.3921508789,,,,,,,,,,,,,,,,,,,,,,,,
46408.55501725,,,,,,,,,,,-60.0382385254,-120.2446441650,219.2354431152,,,,,,,,,,,,,,
46408556.5726667,,,,,-0.7764179842,0.5506964397,-0.2975994634,,,,,,,,,,,,,,,,,,,,
46408565.829625,0.1180267334,-0.0865478516,-1.1849822998,,,,,,,,,,,,,,,,,,,,,,,,
46408.6560615417,,,,,,,,,,,-58.8610229492,-119.4037780762,221.6877441406,,,,,,,,,,,,,,
46408653.95,,,,,-0.2379414592,1.1812682710,0.0764566917,,,,,,,,,,,,,,,,,,,,
46408666.5516667,0.2433929443,-0.3232727051,-0.7718963623,,,,,,,,,,,,,,,,,,,,,,,,
46408751.3317917,,,,,-1.2114253746,-1.3972101554,0.8540909416,,,,,,,,,,,,,,,,,,,,
46408.7566240417,,,,,,,,,,,-64.0744323730,-113.8540191650,228.3906860352,,,,,,,,,,,,,,
46408767.4865,0.3059387207,-1.2052764893,-1.4846801758,,,,,,,,,,,,,,,,,,,,,,,,
46408.8576517083,,,,,,,,,,,-70.4650573730,-125.6262359619,231.0064697266,,,,,,,,,,,,,,
46408848.709125,,,,,2.1030913886,0.8140561736,1.0359741914,,,,,,,,,,,,,,,,,,,,
46408868.235375,-0.3117523193,-0.7683105469,-0.1920471191,,,,,,,,,,,,,,,,,,,,,,,,
46408946.0908333,,,,,-0.6037687128,0.5621498966,-1.0928667691,,,,,,,,,,,,,,,,,,,,
46408.9586987083,,,,,,,,,,,-69.2878265381,-128.1488494873,232.8048248291,,,,,,,,,,,,,,
46408969.195625,-0.0862426758,-0.5457458496,-0.5372619629,,,,,,,,,,,,,,,,,,,,,,,,
46409043.4683333,,,,,-0.7841882893,-0.2469096541,-1.4703581358,,,,,,,,,,,,,,,,,,,,
46409.059738,,,,,,,,,,,-69.1196594238,-122.9354400635,229.0446319580,,,,,,,,,,,,,,
46409070.018375,0.4976348877,-0.3772430420,-0.5260925293,,,,,,,,,,,,,,,,,,,,,,,,
46409140.8498333,,,,,-0.9282890064,-0.4023005764,0.8599363139,,,,,,,,,,,,,,,,,,,,
46409.160778875,,,,,,,,,,,-68.4469604492,-116.8811645508,230.3525238037,,,,,,,,,,,,,,
46409170.8768333,0.1065979004,-0.4413909912,-1.4232482910,,,,,,,,,,,,,,,,,,,,,,,,
46409238.2272917,,,,,0.7583854541,0.0916201983,1.3427969806,,,,,,,,,,,,,,,,,,,,
46409.261822875,,,,,,,,,,,-65.4198150635,-121.2536926270,231.6604156494,,,,,,,,,,,,,,
46409271.7104167,-0.1560821533,-0.6777343750,-0.9109344482,,,,,,,,,,,,,,,,,,,,,,,,
46409335.6088333,,,,,0.7793796856,0.5840860882,0.0109176289,,,,,,,,,,,,,,,,,,,,
46409.362861375,,,,,,,,,,,-65.7561645508,-124.6171875000,231.6604156494,,,,,,,,,,,,,,
46409372.4586667,0.1105346680,-0.4408111572,-0.5521545410,,,,,,,,,,,,,,,,,,,,,,,,
46409432.9862083,,,,,-0.1023165186,0.2830223848,0.0125717182,,,,,,,,,,,,,,,,,,,,
46409.4639034167,,,,,,,,,,,-65.5879974365,-125.1217041016,233.7857513428,,,,,,,,,,,,,,
46409473.3024167,0.1699066162,-0.6781921387,-0.8713378906,,,,,,,,,,,,,,,,,,,,,,,,
46409530.3675833,,,,,0.0688230068,0.1105435558,0.6697631762,,,,,,,,,,,,,,,,,,,,
46409.56493725,,,,,,,,,,,-66.2606964111,-126.4671020508,236.0745544434,,,,,,,,,,,,,,
46409574.1338333,-0.0021972656,-0.7104339600,-0.7213287354,,,,,,,,,,,,,,,,,,,,,,,,
1451522803999.89,,,,,,,,,,,,,,52.489759123233,13.3804895802095,263.178497314453,13.3599996566772,38.06689453125,10.0,3.0,,,,,,,
46409627.7449167,,,,,0.4764981086,0.1692228483,0.2087500178,,,,,,,,,,,,,,,,,,,,
46409.665960625,,,,,,,,,,,-64.9152984619,-129.4942321777,233.7857513428,,,,,,,,,,,,,,
46409674.96975,0.0915069580,-0.6059417725,-0.6295471191,,,,,,,,,,,,,,,,,,,,,,,,
46409725.1264167,,,,,1.2786225215,-1.5627413298,0.4619066489,,,,,,,,,,,,,,,,,,,,
46409.7668415833,,,,,,,,,,,-70.4650573730,-134.7076416016,231.9873962402,,,,,,,,,,,,,,
46409775.8271667,0.1204376221,-0.7046051025,-0.5869293213,,,,,,,,,,,,,,,,,,,,,,,,
46409822.50375,,,,,0.4647421166,-0.5419311776,0.5914164391,,,,,,,,,,,,,,,,,,,,
46409.8678867917,,,,,,,,,,,-71.8104400635,-136.0530395508,231.3334503174,,,,,,,,,,,,,,
46409876.678,-0.3518676758,-0.8582305908,-0.5483551025,,,,,,,,,,,,,,,,,,,,,,,,
46409919.88525,,,,,-0.0368613453,0.1437787409,-0.0682584166,,,,,,,,,,,,,,,,,,,,
46409.9684925417,,,,,,,,,,,-71.8104400635,-136.3893890381,231.9873962402,,,,,,,,,,,,,,
46409977.5354583,-0.2193145752,-0.7637786865,-0.6434020996,,,,,,,,,,,,,,,,,,,,,,,,
46410017.2625833,,,,,-0.1319742794,-0.1199237418,0.0149251537,,,,,,,,,,,,,,,,,,,,
46410.0692777917,,,,,,,,,,,-72.3149719238,-135.8848571777,233.4587707520,,,,,,,,,,,,,,
46410078.3942917,-0.1790466309,-0.8333587646,-0.6125183105,,,,,,,,,,,,,,,,,,,,,,,,
46410114.644,,,,,-0.0029172267,0.0068232850,-0.1997176407,,,,,,,,,,,,,,,,,,,,
46410.1701090833,,,,,,,,,,,-72.8194885254,-136.3893890381,231.3334503174,,,,,,,,,,,,,,
46410179.2549167,-0.1440429688,-0.8012695312,-0.5645904541,,,,,,,,,,,,,,,,,,,,,,,,
46410212.0213333,,,,,-0.0132665370,0.2748683182,-0.5978240047,,,,,,,,,,,,,,,,,,,,
46410.271061625,,,,,,,,,,,-72.9876708984,-134.8758239746,232.4778594971,,,,,,,,,,,,,,
46410280.1009583,-0.0641937256,-0.7385559082,-0.5097808838,,,,,,,,,,,,,,,,,,,,,,,,
46410309.4027917,,,,,0.2126856373,0.1011330098,-0.0106960539,,,,,,,,,,,,,,,,,,,,
46410.3720842083,,,,,,,,,,,-72.1467895508,-135.7166900635,231.0064697266,,,,,,,,,,,,,,
46410380.9587917,-0.1079101562,-0.7857818604,-0.4358520508,,,,,,,,,,,,,,,,,,,,,,,,
46410406.7800833,,,,,-0.4563004285,0.0276683795,-0.1378667896,,,,,,,,,,,,,,,,,,,,
46410.4731142917,,,,,,,,,,,-69.4560089111,-135.0439910889,231.6604156494,,,,,,,,,,,,,,
46410481.9084167,-0.1293640137,-0.7925109863,-0.7723388672,,,,,,,,,,,,,,,,,,,,,,,,
46410504.1617083,,,,,-0.1165662946,0.1090702951,0.0433048635,,,,,,,,,,,,,,,,,,,,
1451522804999.89,,,,,,,,,,,,,,52.4897573879867,13.3805075350856,263.178497314453,6.98000001907349,37.8985595703125,10.0,3.0,,,,,,,
46410.574164375,,,,,,,,,,,-71.6422729492,-134.5394744873,231.8239135742,,,,,,,,,,,,,,
