unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
46574609.6734583,0.1301422119,-0.5103302002,-0.8567352295,,,,,,,,,,,,,,,,,,,,,,,,
46574617.0374583,,,,,0.0204078034,0.0490602210,-0.0461946596,,,,,,,,,,,,,,,,,,,,
46574.648421125,,,,,,,,,,,-31.4486083984,-81.9009094238,234.2761993408,,,,,,,,,,,,,,
46574714.4207917,,,,,0.0060520336,0.0589458749,-0.0602851786,,,,,,,,,,,,,,,,,,,,
46574710.3549167,0.1178588867,-0.5291137695,-0.8526000977,,,,,,,,,,,,,,,,,,,,,,,,
46574.7494530417,,,,,,,,,,,-30.9440765381,-81.0600280762,235.4206085205,,,,,,,,,,,,,,
46574811.245875,0.1229248047,-0.5265655518,-0.8452148438,,,,,,,,,,,,,,,,,,,,,,,,
46574811.80075,,,,,-0.0013707290,0.0649409169,-0.0365998229,,,,,,,,,,,,,,,,,,,,
46574.8504956667,,,,,,,,,,,-31.4486083984,-81.5645599365,234.6031799316,,,,,,,,,,,,,,
46574909.1842083,,,,,-0.0235844220,0.0290020906,-0.0187537141,,,,,,,,,,,,,,,,,,,,
46574912.0328333,0.1239013672,-0.5343170166,-0.8599548340,,,,,,,,,,,,,,,,,,,,,,,,
46574.9515350833,,,,,,,,,,,-31.1122589111,-82.2372589111,234.9301452637,,,,,,,,,,,,,,
46575006.5640833,,,,,-0.0020900488,0.0425794185,-0.0330602155,,,,,,,,,,,,,,,,,,,,
46575012.8086667,0.1153869629,-0.5364227295,-0.8450469971,,,,,,,,,,,,,,,,,,,,,,,,
46575.0525882083,,,,,,,,,,,-31.9531250000,-83.0781250000,233.7857513428,,,,,,,,,,,,,,
46575103.9475833,,,,,-0.0323765820,0.0256891182,-0.0116111160,,,,,,,,,,,,,,,,,,,,
46575113.565875,0.0995635986,-0.5434265137,-0.8417968750,,,,,,,,,,,,,,,,,,,,,,,,
46575.1536868333,,,,,,,,,,,-32.1213073730,-81.2282104492,235.2571258545,,,,,,,,,,,,,,
46575201.3274583,,,,,-0.0022969764,0.1132573169,-0.0424808815,,,,,,,,,,,,,,,,,,,,
46575214.22975,0.1224975586,-0.5492248535,-0.8393707275,,,,,,,,,,,,,,,,,,,,,,,,
46575.2537871667,,,,,,,,,,,-33.4667053223,-80.8918609619,236.5650177002,,,,,,,,,,,,,,
46575298.711,,,,,0.0134798562,0.0680363090,-0.0331425071,,,,,,,,,,,,,,,,,,,,
1451522969999.97,,,,,,,,,,,,,,52.4925091549178,13.3713730223941,347.34375,0.819999992847443,33.9010620117188,10.0,3.0,,,,,,,
46575315.0195417,0.1149749756,-0.5461120605,-0.8574218750,,,,,,,,,,,,,,,,,,,,,,,,
46575.3548300417,,,,,,,,,,,-32.2894744873,-80.7236785889,234.4396972656,,,,,,,,,,,,,,
46575396.090875,,,,,-0.0185683581,0.0642868445,-0.0447688032,,,,,,,,,,,,,,,,,,,,
46575415.900125,0.1159667969,-0.5410614014,-0.8410339355,,,,,,,,,,,,,,,,,,,,,,,,
46575.4558780833,,,,,,,,,,,-32.1213073730,-81.5645599365,235.5840911865,,,,,,,,,,,,,,
46575493.474375,,,,,-0.0376773378,0.0129008850,-0.0139485725,,,,,,,,,,,,,,,,,,,,
46575516.6930417,0.0923767090,-0.5427398682,-0.8662567139,,,,,,,,,,,,,,,,,,,,,,,,
46575.5569443333,,,,,,,,,,,-32.2894744873,-81.0600280762,236.0745544434,,,,,,,,,,,,,,
46575590.8543333,,,,,-0.0585352155,0.0773339370,-0.0776135689,,,,,,,,,,,,,,,,,,,,
46575617.4913333,0.1405181885,-0.5312042236,-0.8610839844,,,,,,,,,,,,,,,,,,,,,,,,
46575.6579672083,,,,,,,,,,,-33.8030548096,-81.9009094238,234.6031799316,,,,,,,,,,,,,,
46575688.2379167,,,,,-0.0111927334,0.0298481769,-0.0235561925,,,,,,,,,,,,,,,,,,,,
46575718.2739167,0.1044921875,-0.5355224609,-0.8313140869,,,,,,,,,,,,,,,,,,,,,,,,
46575.7590129167,,,,,,,,,,,-33.8030548096,-81.5645599365,232.9683074951,,,,,,,,,,,,,,
46575785.6178333,,,,,-0.0170343773,0.0406033529,-0.0223335352,,,,,,,,,,,,,,,,,,,,
46575819.0749167,0.1074829102,-0.5392608643,-0.8941955566,,,,,,,,,,,,,,,,,,,,,,,,
46575.8600555417,,,,,,,,,,,-34.1393890381,-83.2462921143,234.9301452637,,,,,,,,,,,,,,
46575883.0014167,,,,,-0.0158282316,0.0666597210,-0.0672402902,,,,,,,,,,,,,,,,,,,,
46575919.8754583,0.1183319092,-0.5233306885,-0.8335876465,,,,,,,,,,,,,,,,,,,,,,,,
46575.9611045833,,,,,,,,,,,-34.4757385254,-81.2282104492,232.9683074951,,,,,,,,,,,,,,
46575980.381375,,,,,-0.0552198463,0.0770628272,-0.0362679930,,,,,,,,,,,,,,,,,,,,
46576020.6688333,0.1212005615,-0.5428466797,-0.8443450928,,,,,,,,,,,,,,,,,,,,,,,,
46576.06220175,,,,,,,,,,,-34.6439208984,-81.0600280762,232.4778594971,,,,,,,,,,,,,,
46576077.7650417,,,,,-0.0009752496,0.0297304651,-0.0638021492,,,,,,,,,,,,,,,,,,,,
46576121.459125,0.1260833740,-0.5222625732,-0.8387756348,,,,,,,,,,,,,,,,,,,,,,,,
46576.163252375,,,,,,,,,,,-34.4757385254,-82.2372589111,232.9683074951,,,,,,,,,,,,,,
46576175.1450417,,,,,-0.0327422340,0.0974581138,0.0002442119,,,,,,,,,,,,,,,,,,,,
46576222.2363333,0.0962982178,-0.5314025879,-0.8588409424,,,,,,,,,,,,,,,,,,,,,,,,
46576.2643445833,,,,,,,,,,,-33.6348724365,-83.4144744873,233.7857513428,,,,,,,,,,,,,,
46576272.5286667,,,,,-0.0085490134,0.0664024597,-0.0554659223,,,,,,,,,,,,,,,,,,,,
1451522970999.97,,,,,,,,,,,,,,52.492529667518,13.3713584912293,336.09375,1.25,33.6399536132812,10.0,3.0,,,,,,,
46576323.0245833,0.1201934814,-0.5164489746,-0.8615570068,,,,,,,,,,,,,,,,,,,,,,,,
46576.364715,,,,,,,,,,,-35.9893188477,-82.0690765381,234.4396972656,,,,,,,,,,,,,,
46576369.9086667,,,,,0.0426473291,0.0896515897,-0.0510373518,,,,,,,,,,,,,,,,,,,,
46576423.80425,0.1107482910,-0.5133209229,-0.8703460693,,,,,,,,,,,,,,,,,,,,,,,,
46576.4657553333,,,,,,,,,,,-35.3166198730,-83.0781250000,234.7666625977,,,,,,,,,,,,,,
46576467.2922917,,,,,0.0356597270,0.0627744353,-0.0510075244,,,,,,,,,,,,,,,,,,,,
46576524.4909583,0.1139068604,-0.5257873535,-0.8779602051,,,,,,,,,,,,,,,,,,,,,,,,
46576.5668037917,,,,,,,,,,,-33.2985229492,-84.0871734619,233.4587707520,,,,,,,,,,,,,,
46576564.6724167,,,,,-0.0010908308,0.0308396717,-0.0472543314,,,,,,,,,,,,,,,,,,,,
46576625.3905833,0.1368408203,-0.5265350342,-0.8522949219,,,,,,,,,,,,,,,,,,,,,,,,
46576662.0560417,,,,,0.0259530375,-0.0244725862,0.0447421716,,,,,,,,,,,,,,,,,,,,
46576.6678433333,,,,,,,,,,,-34.3075714111,-82.4054260254,234.1127166748,,,,,,,,,,,,,,
46576726.1744583,0.1067504883,-0.5122680664,-0.8715362549,,,,,,,,,,,,,,,,,,,,,,,,
46576.7688889583,,,,,,,,,,,-35.3166198730,-83.4144744873,235.4206085205,,,,,,,,,,,,,,
46576759.4360833,,,,,0.0301712183,0.0487427722,-0.0367987610,,,,,,,,,,,,,,,,,,,,
46576826.9258333,0.0924835205,-0.5241851807,-0.8808746338,,,,,,,,,,,,,,,,,,,,,,,,
46576856.8197917,,,,,0.0144585679,0.1514222796,0.0058927765,,,,,,,,,,,,,,,,,,,,
46576.8699338333,,,,,,,,,,,-32.6258239746,-84.0871734619,235.4206085205,,,,,,,,,,,,,,
46576927.7554583,0.1181488037,-0.5430450439,-0.8438720703,,,,,,,,,,,,,,,,,,,,,,,,
46576954.1999167,,,,,-0.0409698039,0.0543679010,-0.0540930628,,,,,,,,,,,,,,,,,,,,
46576.970984,,,,,,,,,,,-33.8030548096,-83.5826416016,235.2571258545,,,,,,,,,,,,,,
46577028.5409583,0.1267547607,-0.5959625244,-0.8110961914,,,,,,,,,,,,,,,,,,,,,,,,
46577051.5835833,,,,,-0.0441256498,0.1283830067,0.0015092134,,,,,,,,,,,,,,,,,,,,
46577.0720299167,,,,,,,,,,,-32.9621734619,-84.7598724365,237.7094268799,,,,,,,,,,,,,,
46577129.2869583,0.1201324463,-0.6092987061,-0.9321746826,,,,,,,,,,,,,,,,,,,,,,,,
46577148.96375,,,,,0.1370886140,0.0369188696,0.0913735896,,,,,,,,,,,,,,,,,,,,
46577.173070125,,,,,,,,,,,-33.6348724365,-84.7598724365,237.7094268799,,,,,,,,,,,,,,
46577230.1555833,0.1009826660,-0.5625610352,-0.7543487549,,,,,,,,,,,,,,,,,,,,,,,,
46577246.3474167,,,,,-0.1145241827,0.0177382508,-0.0843937107,,,,,,,,,,,,,,,,,,,,
46577.274118625,,,,,,,,,,,-33.8030548096,-83.9189910889,237.2189636230,,,,,,,,,,,,,,
1451522971999.97,,,,,,,,,,,,,,52.4926296847905,13.371158342261,357.357452392578,3.15000009536743,34.0394897460938,10.0,3.0,,,,,,,
46577330.9601667,0.1076202393,-0.6053314209,-0.8944702148,,,,,,,,,,,,,,,,,,,,,,,,
46577343.7275833,,,,,-0.0046650593,-0.0165661936,0.0508410768,,,,,,,,,,,,,,,,,,,,
46577.375160625,,,,,,,,,,,-33.6348724365,-84.7598724365,239.9982299805,,,,,,,,,,,,,,
46577431.7629167,0.0812988281,-0.5767517090,-0.8403320312,,,,,,,,,,,,,,,,,,,,,,,,
46577441.111375,,,,,0.0384531167,0.1429012294,-0.0876251904,,,,,,,,,,,,,,,,,,,,
46577.4762157917,,,,,,,,,,,-32.2894744873,-83.4144744873,240.3252105713,,,,,,,,,,,,,,
46577532.5664583,0.1457061768,-0.5528564453,-0.7610473633,,,,,,,,,,,,,,,,,,,,,,,,
46577538.4915,,,,,0.0486559531,-0.0486447678,0.0410478345,,,,,,,,,,,,,,,,,,,,
46577.5772605833,,,,,,,,,,,-33.2985229492,-83.0781250000,240.3252105713,,,,,,,,,,,,,,
46577635.8752083,,,,,-0.4604685420,-0.1012107741,0.0216512333,,,,,,,,,,,,,,,,,,,,
46577633.3580417,0.0534820557,-0.5974121094,-1.0646820068,,,,,,,,,,,,,,,,,,,,,,,,
46577.6783945,,,,,,,,,,,-32.9621734619,-85.0962219238,240.9791564941,,,,,,,,,,,,,,
46577734.1907083,0.1096038818,-0.4669647217,-0.8113098145,,,,,,,,,,,,,,,,,,,,,,,,
46577733.2554167,,,,,-0.1287931335,0.1570130537,-0.3501660022,,,,,,,,,,,,,,,,,,,,
46577.779441,,,,,,,,,,,-29.2623443604,-80.0509796143,241.9600677490,,,,,,,,,,,,,,
46577830.6391667,,,,,0.2393539998,0.1552897221,0.0860818885,,,,,,,,,,,,,,,,,,,,
46577835.017375,0.1445159912,-0.5449066162,-0.7958831787,,,,,,,,,,,,,,,,,,,,,,,,
46577.8804818333,,,,,,,,,,,-29.7668609619,-80.5555114746,243.7584228516,,,,,,,,,,,,,,
46577928.0193333,,,,,-0.1424575467,-0.0607565582,0.0126526783,,,,,,,,,,,,,,,,,,,,
46577935.8175,0.1374969482,-0.5317077637,-0.9120941162,,,,,,,,,,,,,,,,,,,,,,,,
46577.9815270417,,,,,,,,,,,-30.4395599365,-81.2282104492,243.4314575195,,,,,,,,,,,,,,
46578025.4030833,,,,,-0.0449267286,-0.0895019200,0.0309584487,,,,,,,,,,,,,,,,,,,,
46578036.5120417,-0.0218200684,-0.5619659424,-0.8393707275,,,,,,,,,,,,,,,,,,,,,,,,
46578.0825675,,,,,,,,,,,-31.4486083984,-80.5555114746,240.8156738281,,,,,,,,,,,,,,
46578122.7833333,,,,,-0.0650394538,0.2159890223,-0.2500639021,,,,,,,,,,,,,,,,,,,,
46578137.4041667,0.1484680176,-0.4520263672,-0.7537536621,,,,,,,,,,,,,,,,,,,,,,,,
46578.183611875,,,,,,,,,,,-30.4395599365,-79.2101135254,244.4123687744,,,,,,,,,,,,,,
46578220.1670833,,,,,0.8647371944,0.2767399878,0.2927264112,,,,,,,,,,,,,,,,,,,,
46578238.1965417,0.0374298096,-0.5852966309,-0.8222045898,,,,,,,,,,,,,,,,,,,,,,,,
46578.2846564583,,,,,,,,,,,-29.4305114746,-83.2462921143,240.8156738281,,,,,,,,,,,,,,
1451522972999.97,,,,,,,,,,,,,,52.4926080221002,13.3711599844264,357.357452392578,3.00999999046326,34.5217895507812,10.0,3.0,,,,,,,
46578317.5472917,,,,,-0.1732514121,0.0688776016,-0.3664842555,,,,,,,,,,,,,,,,,,,,
46578338.9847083,0.1671447754,-0.5647125244,-0.7588958740,,,,,,,,,,,,,,,,,,,,,,,,
46578.3857011667,,,,,,,,,,,-30.1032104492,-78.5374145508,241.1426391602,,,,,,,,,,,,,,
46578414.931125,,,,,-0.1439987180,0.0249942995,0.0658874043,,,,,,,,,,,,,,,,,,,,
46578439.7852917,0.1227874756,-0.6425170898,-0.7873229980,,,,,,,,,,,,,,,,,,,,,,,,
46578.4867397083,,,,,,,,,,,-32.1213073730,-79.8828125000,240.8156738281,,,,,,,,,,,,,,
46578512.3112917,,,,,0.2984846981,0.0004868258,0.1069248525,,,,,,,,,,,,,,,,,,,,
46578540.4699583,0.0788726807,-0.7121429443,-0.7996215820,,,,,,,,,,,,,,,,,,,,,,,,
46578.5876981667,,,,,,,,,,,-30.2713928223,-81.7327270508,241.3061218262,,,,,,,,,,,,,,
46578609.6950833,,,,,0.0387396728,0.2126361025,-0.1549616207,,,,,,,,,,,,,,,,,,,,
46578641.3620833,0.1685638428,-0.5714263916,-0.8711090088,,,,,,,,,,,,,,,,,,,,,,,,
46578.68873625,,,,,,,,,,,-29.5986938477,-80.7236785889,239.9982299805,,,,,,,,,,,,,,
46578707.075125,,,,,-0.1499226536,0.0577511809,-0.1219810337,,,,,,,,,,,,,,,,,,,,
46578742.1455833,0.2054138184,-0.5432434082,-0.7513427734,,,,,,,,,,,,,,,,,,,,,,,,
46578.7897793333,,,,,,,,,,,-30.7759094238,-82.2372589111,242.1235656738,,,,,,,,,,,,,,
46578804.4590833,,,,,-0.1791993161,-0.1547504320,0.2137511680,,,,,,,,,,,,,,,,,,,,
46578842.896875,0.0132751465,-0.6686096191,-0.9123077393,,,,,,,,,,,,,,,,,,,,,,,,
46578.8908200417,,,,,,,,,,,-33.1303558350,-85.9370880127,243.4314575195,,,,,,,,,,,,,,
46578901.8392917,,,,,0.2762760652,0.0579407979,0.0326277181,,,,,,,,,,,,,,,,,,,,
46578943.754,0.0022430420,-0.5252838135,-0.6503295898,,,,,,,,,,,,,,,,,,,,,,,,
46578.9918595417,,,,,,,,,,,-31.6167755127,-84.7598724365,241.3061218262,,,,,,,,,,,,,,
46578999.223125,,,,,-0.2398860994,0.3363782846,-0.2643126129,,,,,,,,,,,,,,,,,,,,
46579044.564125,0.1549224854,-0.4902038574,-1.0238189697,,,,,,,,,,,,,,,,,,,,,,,,
46579.0928983333,,,,,,,,,,,-25.0579833984,-84.9280395508,242.4505310059,,,,,,,,,,,,,,
46579096.6032917,,,,,0.0295499028,0.4545198390,-0.2245228557,,,,,,,,,,,,,,,,,,,,
46579145.3545,0.2737731934,-0.3557434082,-0.7771759033,,,,,,,,,,,,,,,,,,,,,,,,
46579.1939367083,,,,,,,,,,,-24.5534667969,-79.3782958984,246.8646697998,,,,,,,,,,,,,,
46579193.9870417,,,,,-0.5669499781,0.0378357959,-0.4042979472,,,,,,,,,,,,,,,,,,,,
46579246.1515417,0.2477111816,-0.4439544678,-1.0750885010,,,,,,,,,,,,,,,,,,,,,,,,
46579.2948875417,,,,,,,,,,,-25.5625000000,-86.1052551270,244.5758514404,,,,,,,,,,,,,,
46579291.367125,,,,,0.3362328761,-0.1498563409,0.3276377900,,,,,,,,,,,,,,,,,,,,
1451522973999.97,,,,,,,,,,,,,,52.4926062654014,13.3711601175219,357.357452392578,3.57999992370605,34.8703002929688,10.0,3.0,,,,,,,
46579346.9572083,0.0647583008,-0.2921600342,-0.5167999268,,,,,,,,,,,,,,,,,,,,,,,,
46579388.7510417,,,,,-0.8969361435,-0.2219736779,-0.4981544019,,,,,,,,,,,,,,,,,,,,
46579.395930125,,,,,,,,,,,-27.0760803223,-83.9189910889,248.3360443115,,,,,,,,,,,,,,
46579447.7779583,0.0386810303,-0.4388885498,-1.1556091309,,,,,,,,,,,,,,,,,,,,,,,,
46579.4969737917,,,,,,,,,,,-25.7306823730,-87.2824859619,245.7202606201,,,,,,,,,,,,,,
46579486.13125,,,,,0.7042934566,0.0827268382,0.4791626012,,,,,,,,,,,,,,,,,,,,
46579548.583375,0.1886596680,-0.3472290039,-0.8167724609,,,,,,,,,,,,,,,,,,,,,,,,
46579583.5150833,,,,,-0.6851503884,0.4141729485,-0.6350541977,,,,,,,,,,,,,,,,,,,,
46579.5980712083,,,,,,,,,,,-21.5263214111,-81.0600280762,251.4422912598,,,,,,,,,,,,,,
46579649.4065833,0.2474365234,-0.3799743652,-0.7562255859,,,,,,,,,,,,,,,,,,,,,,,,
46579680.89525,,,,,0.1180997428,-0.2075808901,0.1339210502,,,,,,,,,,,,,,,,,,,,
46579.6991119167,,,,,,,,,,,-22.5353698730,-83.4144744873,250.1343994141,,,,,,,,,,,,,,
46579750.2105833,0.1332855225,-0.3524627686,-0.9151458740,,,,,,,,,,,,,,,,,,,,,,,,
46579778.279,,,,,0.0581690308,-0.1175207715,0.1177804297,,,,,,,,,,,,,,,,,,,,
46579.8001784583,,,,,,,,,,,-23.8807678223,-85.0962219238,251.7692718506,,,,,,,,,,,,,,
46579851.026875,-0.0532073975,-0.3964538574,-0.8914489746,,,,,,,,,,,,,,,,,,,,,,,,
46579875.6592083,,,,,0.1611854281,0.1183527431,-0.1167452590,,,,,,,,,,,,,,,,,,,,
46579.9012174167,,,,,,,,,,,-24.0489349365,-85.9370880127,250.6248626709,,,,,,,,,,,,,,
46579951.8370417,0.2591400146,-0.3573303223,-1.0908203125,,,,,,,,,,,,,,,,,,,,,,,,
46579973.0429583,,,,,-0.2243385650,-0.0529231361,0.1006120955,,,,,,,,,,,,,,,,,,,,
46580.0022585,,,,,,,,,,,-25.5625000000,-85.0962219238,252.7501831055,,,,,,,,,,,,,,
46580052.6598333,-0.1486816406,-0.4862670898,-0.8434600830,,,,,,,,,,,,,,,,,,,,,,,,
46580070.423125,,,,,0.2967826719,0.0090049466,-0.2216245375,,,,,,,,,,,,,,,,,,,,
46580.1032984583,,,,,,,,,,,-22.3671875000,-81.9009094238,251.6057739258,,,,,,,,,,,,,,
46580153.446875,0.3123321533,-0.2654418945,-1.0134277344,,,,,,,,,,,,,,,,,,,,,,,,
46580167.806875,,,,,-0.0215481690,0.6146218932,-0.1614980832,,,,,,,,,,,,,,,,,,,,
46580.2038350833,,,,,,,,,,,-19.5082244873,-80.3873291016,257.0008544922,,,,,,,,,,,,,,
46580254.1605,0.0748901367,-0.5027618408,-0.7062225342,,,,,,,,,,,,,,,,,,,,,,,,
46580265.1870417,,,,,0.1712087675,-0.1231568193,0.1348209323,,,,,,,,,,,,,,,,,,,,
46580.3048762917,,,,,,,,,,,-20.1809234619,-82.7417755127,256.0198974609,,,,,,,,,,,,,,
1451522974999.97,,,,,,,,,,,,,,52.4926301100103,13.3711583100921,357.357452392578,4.21999979019165,34.7781372070312,10.0,3.0,,,,,,,
46580362.5707917,,,,,0.4624805602,-0.0440686581,0.3529242382,,,,,,,,,,,,,,,,,,,,
46580354.974625,0.0256195068,-0.5585632324,-1.0849914551,,,,,,,,,,,,,,,,,,,,,,,,
46580.4059407917,,,,,,,,,,,-21.0218048096,-80.5555114746,255.2024841309,,,,,,,,,,,,,,
46580455.8935417,0.0935211182,-0.4098358154,-0.8232269287,,,,,,,,,,,,,,,,,,,,,,,,
46580459.950875,,,,,-0.0831476177,0.2688762058,-0.3846643247,,,,,,,,,,,,,,,,,,,,
46580.506985375,,,,,,,,,,,-19.1718750000,-74.3330535889,257.0008544922,,,,,,,,,,,,,,
46580557.3346667,,,,,0.0406883078,-0.0475302349,0.1084638933,,,,,,,,,,,,,,,,,,,,
46580556.6018333,0.1914978027,-0.4797363281,-0.9961700439,,,,,,,,,,,,,,,,,,,,,,,,
46580.608030625,,,,,,,,,,,-20.1809234619,-75.6784515381,254.0580749512,,,,,,,,,,,,,,
46580654.7147917,,,,,-0.1704534950,0.1095648441,-0.2648401851,,,,,,,,,,,,,,,,,,,,
46580657.404125,0.0855712891,-0.4259185791,-0.8524780273,,,,,,,,,,,,,,,,,,,,,,,,
46580.7090442083,,,,,,,,,,,-18.3310089111,-71.1377410889,254.5485382080,,,,,,,,,,,,,,
46580752.0984583,,,,,0.3511023697,0.0493100255,0.1775425635,,,,,,,,,,,,,,,,,,,,
46580758.3121667,0.0028839111,-0.5063476562,-0.7712249756,,,,,,,,,,,,,,,,,,,,,,,,
46580.8096166667,,,,,,,,,,,-19.3400573730,-68.1106109619,252.9136657715,,,,,,,,,,,,,,
46580849.478625,,,,,-0.1542526872,0.1770690535,-0.1916296204,,,,,,,,,,,,,,,,,,,,
46580859.1079167,0.2371063232,-0.4274749756,-0.9168243408,,,,,,,,,,,,,,,,,,,,,,,,
46580.9106569167,,,,,,,,,,,-20.8536224365,-67.6060943604,251.7692718506,,,,,,,,,,,,,,
46580946.8622917,,,,,0.0043984769,-0.2028199570,0.0506983314,,,,,,,,,,,,,,,,,,,,
46580959.921,0.0166015625,-0.4602508545,-0.9178314209,,,,,,,,,,,,,,,,,,,,,,,,
46581.0116807083,,,,,,,,,,,-21.0218048096,-67.4379119873,248.9899902344,,,,,,,,,,,,,,
46581044.2424583,,,,,0.0227465915,0.1255065264,-0.0449906445,,,,,,,,,,,,,,,,,,,,
46581060.7234583,0.0982055664,-0.4531097412,-0.8060760498,,,,,,,,,,,,,,,,,,,,,,,,
46581.1127200417,,,,,,,,,,,-22.7035369873,-67.7742614746,247.0281524658,,,,,,,,,,,,,,
46581141.626125,,,,,-0.0289853127,-0.0116771624,-0.1050180292,,,,,,,,,,,,,,,,,,,,
46581161.519625,0.1291809082,-0.4613189697,-0.9960327148,,,,,,,,,,,,,,,,,,,,,,,,
46581.2129872083,,,,,,,,,,,-23.7125854492,-67.7742614746,244.0854034424,,,,,,,,,,,,,,
46581239.0062917,,,,,0.2080855591,0.1286778186,-0.0898417394,,,,,,,,,,,,,,,,,,,,
46581262.299375,0.0794525146,-0.4169616699,-0.8005218506,,,,,,,,,,,,,,,,,,,,,,,,
46581.3136417917,,,,,,,,,,,-26.4033813477,-65.7561645508,244.4123687744,,,,,,,,,,,,,,
1451522975999.97,,,,,,,,,,,,,,52.4926814145098,13.3710314106832,287.927978515625,6.48000001907349,34.0191650390625,10.0,3.0,,,,,,,
46581336.3899167,,,,,-0.0713452867,0.1348936366,0.0359518758,,,,,,,,,,,,,,,,,,,,
46581363.115625,0.1573638916,-0.5027313232,-1.0777282715,,,,,,,,,,,,,,,,,,,,,,,,
46581.414592125,,,,,,,,,,,-25.3943328857,-68.7833099365,242.4505310059,,,,,,,,,,,,,,
46581433.7700417,,,,,0.1685378833,0.0258899205,-0.2905708486,,,,,,,,,,,,,,,,,,,,
46581463.9229583,0.1924896240,-0.3671722412,-0.7850341797,,,,,,,,,,,,,,,,,,,,,,,,
46581.5156424583,,,,,,,,,,,-27.2442474365,-68.2787780762,241.9600677490,,,,,,,,,,,,,,
46581531.1536667,,,,,-0.0599086077,-0.0253583536,0.2710022073,,,,,,,,,,,,,,,,,,,,
46581564.7330417,-0.0897064209,-0.5322570801,-0.8968505859,,,,,,,,,,,,,,,,,,,,,,,,
46581.6166824167,,,,,,,,,,,-28.0851135254,-70.1287078857,240.1617126465,,,,,,,,,,,,,,
46581628.5337083,,,,,-0.3339827712,0.2326401707,-0.4316190505,,,,,,,,,,,,,,,,,,,,
46581665.5271667,0.2689208984,-0.3096008301,-0.7743835449,,,,,,,,,,,,,,,,,,,,,,,,
46581.7177278333,,,,,,,,,,,-26.4033813477,-67.7742614746,242.7775115967,,,,,,,,,,,,,,
46581725.9174167,,,,,-0.2575934575,0.0564885762,0.0618625690,,,,,,,,,,,,,,,,,,,,
46581766.3163333,0.0613708496,-0.3848876953,-0.8160858154,,,,,,,,,,,,,,,,,,,,,,,,
46581.8187732083,,,,,,,,,,,-27.7487640381,-71.4740905762,239.8347473145,,,,,,,,,,,,,,
46581823.2975,,,,,-0.3743384502,-0.2840908451,-0.1775132688,,,,,,,,,,,,,,,,,,,,
46581867.121875,0.1353454590,-0.3339538574,-1.1373443604,,,,,,,,,,,,,,,,,,,,,,,,
46581.9198128333,,,,,,,,,,,-28.7578125000,-73.4921875000,238.5268554688,,,,,,,,,,,,,,
46581920.681125,,,,,0.2926390595,0.3494259098,0.0314841567,,,,,,,,,,,,,,,,,,,,
46581967.9449583,0.1919250488,-0.3036956787,-0.8777618408,,,,,,,,,,,,,,,,,,,,,,,,
46582.0208535,,,,,,,,,,,-26.7397308350,-70.1287078857,238.1998748779,,,,,,,,,,,,,,
46582018.061125,,,,,-0.0886342621,0.3673844040,-0.2604867157,,,,,,,,,,,,,,,,,,,,
46582068.7584583,0.3328857422,-0.2138824463,-0.9457702637,,,,,,,,,,,,,,,,,,,,,,,,
46582115.44475,,,,,0.0373870533,-0.1516622304,0.2561702642,,,,,,,,,,,,,,,,,,,,
46582.121892125,,,,,,,,,,,-29.2623443604,-73.9967041016,240.9791564941,,,,,,,,,,,,,,
46582169.5775,0.0311126709,-0.3656005859,-0.8770599365,,,,,,,,,,,,,,,,,,,,,,,,
46582.222933875,,,,,,,,,,,-31.1122589111,-76.8556823730,237.8729095459,,,,,,,,,,,,,,
46582212.8247917,,,,,-0.1898900436,-0.1299063348,-0.0190029860,,,,,,,,,,,,,,,,,,,,
46582270.3920417,0.1349639893,-0.3173675537,-0.8488311768,,,,,,,,,,,,,,,,,,,,,,,,
46582310.2081667,,,,,-0.1163484480,0.1880497993,-0.2580392707,,,,,,,,,,,,,,,,,,,,
1451522976999.97,,,,,,,,,,,,,,52.4927117808693,13.3709731297644,287.927978515625,8.03999996185303,34.2236328125,10.0,3.0,,,,,,,
46582.3239793333,,,,,,,,,,,-29.5986938477,-76.0148010254,238.0363922119,,,,,,,,,,,,,,
46582371.1,0.2656250000,-0.2017517090,-1.1430358887,,,,,,,,,,,,,,,,,,,,,,,,
46582407.588375,,,,,0.2103361966,0.2689007068,0.1383144670,,,,,,,,,,,,,,,,,,,,
46582.4250244583,,,,,,,,,,,-28.7578125000,-77.1920166016,239.8347473145,,,,,,,,,,,,,,
46582471.8927083,0.2576751709,-0.2523651123,-0.9141387939,,,,,,,,,,,,,,,,,,,,,,,,
46582504.9719583,,,,,-0.1308277886,-0.1025916231,0.0834757191,,,,,,,,,,,,,,,,,,,,
46582.5258740833,,,,,,,,,,,-28.4214630127,-78.5374145508,240.8156738281,,,,,,,,,,,,,,
46582572.79725,0.0276641846,-0.3505401611,-0.9171142578,,,,,,,,,,,,,,,,,,,,,,,,
46582602.3519167,,,,,0.0046695867,-0.0054773234,-0.1264929612,,,,,,,,,,,,,,,,,,,,
46582.6270232917,,,,,,,,,,,-27.2442474365,-81.7327270508,242.2870483398,,,,,,,,,,,,,,
