unix_time,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
4330096083071,,,,,,,,,,,,,12.168884,14.878845,-44.65027,,,,,,,,,,,,,,,
4330096083071,,,,,,,1.6784668E-4,-2.4414063E-4,-7.6293945E-4,,,,,,,,,,,,,,,,,,,,,
4330105116274,,,,-0.02956836,0.049296096,0.03994274,,,,,,,,,,,,,,,,,,,,,,,,
4330105116274,,,,,,,,,,321.9007,-0.8019465,1.188293,,,,,,,,,,,,,,,,,,
4330089369204,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330116224673,0.19561768,0.17559814,9.516281,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330116224673,,,,,,,1.6784668E-4,9.460449E-4,-0.0012512207,,,,,,,,,,,,,,,,,,,,,
4330116224673,,,,,,,,,,,,,12.297058,14.926147,-44.407654,,,,,,,,,,,,,,,
4330124891665,,,,0.019867986,0.036069617,-0.0051050186,,,,,,,,,,,,,,,,,,,,,,,,
4330124891665,,,,,,,,,,321.86188,-0.8099478,1.1916364,,,,,,,,,,,,,,,,,,
4330136366274,0.17745972,0.13723755,9.47435,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330136366274,,,,,,,,,,,,,12.518311,15.44342,-44.335938,,,,,,,,,,,,,,,
4330136366274,,,,,,,-4.5776367E-4,6.4086914E-4,-0.0012512207,,,,,,,,,,,,,,,,,,,,,
4330122938540,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330144667056,,,,-0.04737115,-0.02029553,-0.041755676,,,,,,,,,,,,,,,,,,,,,,,,
4330144667056,,,,,,,,,,321.84528,-0.8054646,1.1810181,,,,,,,,,,,,,,,,,,
4330156507876,0.16416931,0.10470581,9.536758,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330156507876,,,,,,,,,,,,,13.017273,14.736938,-43.844604,,,,,,,,,,,,,,,
4330156507876,,,,,,,3.6621094E-4,0.0023040771,-0.0012512207,,,,,,,,,,,,,,,,,,,,,
4330164442446,,,,-0.020134404,-0.03346096,0.08618736,,,,,,,,,,,,,,,,,,,,,,,,
4330164442446,,,,,,,,,,321.8201,-0.7984803,1.1743069,,,,,,,,,,,,,,,,,,
4330156507876,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330176649478,0.17468262,0.09750366,9.58049,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330184248355,,,,-0.01940906,-0.034777656,0.06951046,,,,,,,,,,,,,,,,,,,,,,,,
4330176649478,,,,,,,5.645752E-4,-5.79834E-4,-5.79834E-4,,,,,,,,,,,,,,,,,,,,,
4330176649478,,,,,,,,,,,,,12.940979,14.472961,-44.526672,,,,,,,,,,,,,,,
4330184248355,,,,,,,,,,321.73468,-0.79186904,1.1696432,,,,,,,,,,,,,,,,,,
4330196791079,0.16108704,0.114715576,9.593124,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330196791079,,,,,,,,,,,,,12.684631,14.602661,-45.15686,,,,,,,,,,,,,,,
4330196791079,,,,,,,0.0015106201,-7.6293945E-5,-8.544922E-4,,,,,,,,,,,,,,,,,,,,,
4330204023745,,,,-0.039611682,-0.0062334538,0.09481335,,,,,,,,,,,,,,,,,,,,,,,,
4330190077212,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330204023745,,,,,,,,,,321.6951,-0.7917194,1.1618903,,,,,,,,,,,,,,,,,,
4330216932681,0.14703369,0.15312195,9.594254,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330216932681,,,,,,,0.0023040771,0.0018920898,-5.493164E-4,,,,,,,,,,,,,,,,,,,,,
4330223799136,,,,-0.047150552,0.034971982,0.07784748,,,,,,,,,,,,,,,,,,,,,,,,
