unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown
162195147.70275,,,,,-0.0573216130,-0.0677199255,0.2496923912,,,,,,,,,,,,,,,,,,,,
162195229.200208,0.0080871582,-0.3180389404,-0.7668762207,,,,,,,,,,,,,,,,,,,,,,,,
162195.238338542,,,,,,,,,,,-78.0328979492,11.7722015381,345.6105346680,,,,,,,,,,,,,,
162195248.744458,,,,,0.5270092197,0.3574827710,-0.1046664919,,,,,,,,,,,,,,,,,,,,
162195334.112042,0.0544281006,-0.5259246826,-0.7358093262,,,,,,,,,,,,,,,,,,,,,,,,
162195.339379833,,,,,,,,,,,-80.7236785889,13.7902832031,344.6296386719,,,,,,,,,,,,,,
162195349.785375,,,,,-0.3474953843,-0.5071476306,-0.4980713113,,,,,,,,,,,,,,,,,,,,
162195439.312167,0.2788848877,-0.2459716797,-0.7600860596,,,,,,,,,,,,,,,,,,,,,,,,
162195.440439792,,,,,,,,,,,-77.3601989746,15.4720306396,342.9947509766,,,,,,,,,,,,,,
162195450.822208,,,,,-0.0734798103,0.7204013201,-0.3277794701,,,,,,,,,,,,,,,,,,,,
1451923670999.99,,,,,,,,,,,,,,52.3945720587414,13.1327004265162,76.9921875,8.34000015258789,35.6141967773438,5.0,4.0,,,,,,,
162195544.244542,0.3315582275,-0.3400115967,-1.2644195557,,,,,,,,,,,,,,,,,,,,,,,,
162195.541479125,,,,,,,,,,,-74.6694030762,23.8807525635,349.2072448730,,,,,,,,,,,,,,
162195551.864125,,,,,-0.8000695178,0.0216464397,0.2483251243,,,,,,,,,,,,,,,,,,,,
162195649.525292,0.0645599365,-0.3651275635,-0.9839630127,,,,,,,,,,,,,,,,,,,,,,,,
162195.642512958,,,,,,,,,,,-77.8647155762,23.3762207031,351.6595458984,,,,,,,,,,,,,,
162195652.439417,,,,,0.5602454701,-0.1620442976,0.3144559415,,,,,,,,,,,,,,,,,,,,
162195.743553917,,,,,,,,,,,-74.6694030762,19.8445587158,352.1499938965,,,,,,,,,,,,,,
162195753.485417,,,,,-0.8016881872,0.1143097982,-0.2125564740,,,,,,,,,,,,,,,,,,,,
162195754.631125,0.3053741455,-0.2066955566,-0.8385925293,,,,,,,,,,,,,,,,,,,,,,,,
162195.844591875,,,,,,,,,,,-76.5193328857,16.9855957031,357.2180786133,,,,,,,,,,,,,,
162195854.630125,,,,,0.4149101115,0.2777027206,0.5755586464,,,,,,,,,,,,,,,,,,,,
162195859.795667,0.1697082520,-0.2087097168,-1.0204925537,,,,,,,,,,,,,,,,,,,,,,,,
162195.945633542,,,,,,,,,,,-79.8828125000,12.2767181396,360.8147888184,,,,,,,,,,,,,,
162195955.758375,,,,,-0.0371963709,-1.0211534336,0.6438705925,,,,,,,,,,,,,,,,,,,,
162195964.983167,-0.2365264893,-0.1807250977,-1.2708587646,,,,,,,,,,,,,,,,,,,,,,,,
162196.046671167,,,,,,,,,,,-83.5826416016,7.9041900635,361.4687500000,,,,,,,,,,,,,,
162196056.802583,,,,,0.1219432168,-0.6229365485,0.8877447757,,,,,,,,,,,,,,,,,,,,
162196070.273333,-0.5294036865,-0.3759918213,-0.9857330322,,,,,,,,,,,,,,,,,,,,,,,,
162196.147708708,,,,,,,,,,,-83.5826416016,6.2224426270,359.8338623047,,,,,,,,,,,,,,
162196157.840958,,,,,0.0532003712,-0.1539685279,-0.6847064394,,,,,,,,,,,,,,,,,,,,
162196175.546042,-0.2936096191,-0.2194213867,-0.9096832275,,,,,,,,,,,,,,,,,,,,,,,,
162196.24885475,,,,,,,,,,,-86.6097869873,3.1952972412,362.4496459961,,,,,,,,,,,,,,
162196258.627042,,,,,1.2042638681,-0.7249694404,0.2216477070,,,,,,,,,,,,,,,,,,,,
162196280.75525,-0.7279815674,-0.0474700928,-0.7697906494,,,,,,,,,,,,,,,,,,,,,,,,
162196.349891708,,,,,,,,,,,-88.1233520508,2.0180816650,364.2479858398,,,,,,,,,,,,,,
162196359.6785,,,,,-0.1769305691,-0.9890740604,-0.1483122401,,,,,,,,,,,,,,,,,,,,
162196385.955083,-0.7951049805,-0.1621551514,-1.2970886230,,,,,,,,,,,,,,,,,,,,,,,,
162196.450933042,,,,,,,,,,,-87.7870025635,-1.3453979492,360.9782714844,,,,,,,,,,,,,,
162196460.722667,,,,,-0.2036159759,0.3506738671,-1.0942087360,,,,,,,,,,,,,,,,,,,,
162196491.168417,-0.2775726318,-0.2047424316,-0.9423065186,,,,,,,,,,,,,,,,,,,,,,,,
1451923671999.99,,,,,,,,,,,,,,52.3945889482763,13.1328198686364,76.9921875,8.34000015258789,35.6287841796875,5.0,4.0,,,,,,,
162196.551971042,,,,,,,,,,,-89.3005676270,-1.5135803223,362.4496459961,,,,,,,,,,,,,,
162196561.767125,,,,,0.6770783471,-1.1034227408,0.0012868394,,,,,,,,,,,,,,,,,,,,
162196596.404167,-0.6207122803,0.0990600586,-1.1419982910,,,,,,,,,,,,,,,,,,,,,,,,
162196.653008667,,,,,,,,,,,-91.8231964111,-6.0542907715,365.2289428711,,,,,,,,,,,,,,
162196662.809667,,,,,1.6926870794,-0.4123449547,2.6015163677,,,,,,,,,,,,,,,,,,,,
162196701.396833,-1.2772521973,-0.6852111816,-0.6027526855,,,,,,,,,,,,,,,,,,,,,,,,
162196.754004208,,,,,,,,,,,-91.1504974365,-10.7631683350,363.9210205078,,,,,,,,,,,,,,
162196763.856625,,,,,1.1541026963,-0.1468256635,-0.8532906617,,,,,,,,,,,,,,,,,,,,
162196806.006708,-1.0894012451,-0.4619445801,-0.1792602539,,,,,,,,,,,,,,,,,,,,,,,,
162196.855041667,,,,,,,,,,,-89.8050994873,-12.4449005127,364.5749816895,,,,,,,,,,,,,,
162196864.903375,,,,,-0.7498763881,-0.4063563044,-2.6749817969,,,,,,,,,,,,,,,,,,,,
162196910.594667,-0.7313079834,-0.4893798828,-1.0377960205,,,,,,,,,,,,,,,,,,,,,,,,
162196.956081875,,,,,,,,,,,-92.3277130127,-15.3038787842,365.7193603516,,,,,,,,,,,,,,
162196965.947125,,,,,-0.1229746591,-0.5313304649,-1.8373366740,,,,,,,,,,,,,,,,,,,,
162197014.897917,-0.4091796875,-0.5722808838,-0.6823272705,,,,,,,,,,,,,,,,,,,,,,,,
162197.05702125,,,,,,,,,,,-90.9823150635,-16.3129119873,366.0463562012,,,,,,,,,,,,,,
162197067.007417,,,,,-0.5089412696,-1.3478367466,-1.0376109702,,,,,,,,,,,,,,,,,,,,
162197120.065708,-0.6914367676,-0.2800750732,-1.0178222656,,,,,,,,,,,,,,,,,,,,,,,,
162197.158058292,,,,,,,,,,,-91.9913635254,-18.3310089111,369.9700317383,,,,,,,,,,,,,,
162197168.052083,,,,,-0.2407303215,0.4845224792,0.3337960837,,,,,,,,,,,,,,,,,,,,
162197225.257875,-1.0106811523,-0.7454071045,-1.2996673584,,,,,,,,,,,,,,,,,,,,,,,,
162197.25909675,,,,,,,,,,,-92.3277130127,-19.6764068604,373.5667419434,,,,,,,,,,,,,,
162197269.102042,,,,,0.9491069367,-1.0595596787,-0.4990955630,,,,,,,,,,,,,,,,,,,,
162197330.463833,-0.5671997070,-0.3602447510,-0.5509490967,,,,,,,,,,,,,,,,,,,,,,,,
162197.360134792,,,,,,,,,,,-89.6369171143,-20.6854553223,373.2397460938,,,,,,,,,,,,,,
162197370.146042,,,,,0.3490983410,-0.5595165629,-0.3084869986,,,,,,,,,,,,,,,,,,,,
162197435.657792,-0.6922149658,-0.7359313965,-0.6404113770,,,,,,,,,,,,,,,,,,,,,,,,
162197.461175042,,,,,,,,,,,-88.6278839111,-20.6854553223,373.2397460938,,,,,,,,,,,,,,
162197471.207875,,,,,-0.5492945517,-0.6359357041,-0.1494355614,,,,,,,,,,,,,,,,,,,,
1451923672999.99,,,,,,,,,,,,,,52.3945454042893,13.1328627001616,136.40625,6.65000009536743,35.1953125,5.0,3.0,,,,,,,
162197540.963125,-0.7006378174,-0.6229248047,-0.8520355225,,,,,,,,,,,,,,,,,,,,,,,,
162197.562068333,,,,,,,,,,,-85.9370880127,-20.0127563477,376.1825256348,,,,,,,,,,,,,,
162197572.337,,,,,-1.1360773568,-0.8394976178,-0.6801889193,,,,,,,,,,,,,,,,,,,,
162197645.168333,-0.4911193848,-0.4000244141,-0.4372711182,,,,,,,,,,,,,,,,,,,,,,,,
162197.663109583,,,,,,,,,,,-86.7779541016,-21.5263214111,375.6920776367,,,,,,,,,,,,,,
162197673.412458,,,,,-0.4725060301,0.4485604835,-1.2780896230,,,,,,,,,,,,,,,,,,,,
162197750.413333,-0.6204681396,-0.5193786621,-0.7726287842,,,,,,,,,,,,,,,,,,,,,,,,
162197.76414675,,,,,,,,,,,-84.9280395508,-21.6944885254,376.1825256348,,,,,,,,,,,,,,
162197774.457792,,,,,-0.0977654426,-0.3327649077,-0.5408680437,,,,,,,,,,,,,,,,,,,,
162197855.611667,-0.5366973877,-0.6929321289,-0.5726470947,,,,,,,,,,,,,,,,,,,,,,,,
162197.865189167,,,,,,,,,,,-83.2462921143,-23.3762359619,375.8555297852,,,,,,,,,,,,,,
162197875.590625,,,,,0.4189184353,-0.1074755942,-0.7708138943,,,,,,,,,,,,,,,,,,,,
162197960.809375,-0.2419433594,-0.5266113281,-0.5274505615,,,,,,,,,,,,,,,,,,,,,,,,
162197.966227542,,,,,,,,,,,-82.4054260254,-23.2080688477,375.0381164551,,,,,,,,,,,,,,
162197976.630625,,,,,-0.0996610806,-0.3005425227,-0.6306647756,,,,,,,,,,,,,,,,,,,,
162198066.029083,-0.2755279541,-0.6992950439,-0.9521942139,,,,,,,,,,,,,,,,,,,,,,,,
162198.067358875,,,,,,,,,,,-77.0238494873,-21.5263214111,372.7492980957,,,,,,,,,,,,,,
162198077.701625,,,,,-0.6719198041,-0.5736504914,-0.6864209825,,,,,,,,,,,,,,,,,,,,
162198171.235208,-0.0618286133,-0.1498565674,-1.1743927002,,,,,,,,,,,,,,,,,,,,,,,,
162198.168402125,,,,,,,,,,,-78.8737640381,-20.3491058350,372.9127807617,,,,,,,,,,,,,,
162198178.77525,,,,,-0.0682733303,-1.1289238398,-0.6489737418,,,,,,,,,,,,,,,,,,,,
162198276.497917,-0.6371459961,-0.2977905273,-0.9707794189,,,,,,,,,,,,,,,,,,,,,,,,
162198.2694655,,,,,,,,,,,-79.0419464111,-20.5172729492,374.3841552734,,,,,,,,,,,,,,
162198279.818625,,,,,-0.0080174465,0.4001729770,-0.4796084144,,,,,,,,,,,,,,,,,,,,
162198.370522417,,,,,,,,,,,-77.3601989746,-21.5263214111,373.7302246094,,,,,,,,,,,,,,
162198380.857667,,,,,-0.4761502997,-0.3506573555,-1.0018833326,,,,,,,,,,,,,,,,,,,,
162198380.924167,-1.0794830322,-0.2776184082,-1.1634063721,,,,,,,,,,,,,,,,,,,,,,,,
162198.471560417,,,,,,,,,,,-76.8556823730,-22.3671875000,371.9318847656,,,,,,,,,,,,,,
162198481.893958,,,,,0.2088589411,0.1017165084,-1.4963018522,,,,,,,,,,,,,,,,,,,,
162198486.135042,-0.4280853271,0.0463714600,-0.9478759766,,,,,,,,,,,,,,,,,,,,,,,,
1451923673999.99,,,,,,,,,,,,,,52.3944834620248,13.1328739319119,185.2734375,7.53000020980835,34.548095703125,5.0,3.0,,,,,,,
162198.5726185,,,,,,,,,,,-74.1648864746,-20.6854553223,372.9127807617,,,,,,,,,,,,,,
162198582.944292,,,,,0.0307280853,-1.3339294531,-0.1650973455,,,,,,,,,,,,,,,,,,,,
162198590.748167,-0.5077514648,-0.1773681641,-1.5162200928,,,,,,,,,,,,,,,,,,,,,,,,
162198.673664375,,,,,,,,,,,-74.1648864746,-23.7125854492,372.2588500977,,,,,,,,,,,,,,
162198683.984,,,,,0.3502144718,0.5686536023,-0.4131494957,,,,,,,,,,,,,,,,,,,,
162198695.947625,-0.6189270020,-0.1395721436,-0.7957153320,,,,,,,,,,,,,,,,,,,,,,,,
162198.774706958,,,,,,,,,,,-73.9967041016,-25.5625000000,372.4223327637,,,,,,,,,,,,,,
162198785.02375,,,,,0.4435699859,-1.6650820831,-0.0684765295,,,,,,,,,,,,,,,,,,,,
162198801.204667,-1.0105895996,-0.3498687744,-0.8653411865,,,,,,,,,,,,,,,,,,,,,,,,
162198.875743667,,,,,,,,,,,-73.6603698730,-25.2261505127,376.0190429688,,,,,,,,,,,,,,
162198885.430125,,,,,0.4964233472,-0.3539058794,-0.3671950532,,,,,,,,,,,,,,,,,,,,
162198906.401542,-0.8520812988,-0.5491180420,-0.6799621582,,,,,,,,,,,,,,,,,,,,,,,,
162198.97679375,,,,,,,,,,,-73.9967041016,-25.5625000000,375.3650817871,,,,,,,,,,,,,,
162198986.472875,,,,,-0.0657864705,-0.8563490359,-0.8155059985,,,,,,,,,,,,,,,,,,,,
162199010.950875,-0.9440460205,-0.4898376465,-0.9138946533,,,,,,,,,,,,,,,,,,,,,,,,
162199.077830375,,,,,,,,,,,-72.8194885254,-27.0760803223,372.9127807617,,,,,,,,,,,,,,
162199087.517,,,,,0.2085753145,-0.5852139369,-1.0735093165,,,,,,,,,,,,,,,,,,,,
162199116.150208,-0.8806915283,-0.5643005371,-0.7187652588,,,,,,,,,,,,,,,,,,,,,,,,
162199.178873083,,,,,,,,,,,-70.4650573730,-25.0579833984,372.5858154297,,,,,,,,,,,,,,
162199188.555042,,,,,-0.4075747006,-0.6254345936,-1.6170085633,,,,,,,,,,,,,,,,,,,,
162199221.03075,-0.5896759033,-0.3932952881,-0.4605407715,,,,,,,,,,,,,,,,,,,,,,,,
162199.279911042,,,,,,,,,,,-68.4469604492,-23.3762359619,370.6239624023,,,,,,,,,,,,,,
162199289.60075,,,,,-1.3863159623,-0.3858880472,-1.0365699406,,,,,,,,,,,,,,,,,,,,
162199326.229042,-0.6272277832,-0.6893157959,-1.2150421143,,,,,,,,,,,,,,,,,,,,,,,,
162199.380948083,,,,,,,,,,,-68.2787780762,-23.5444183350,368.4986572266,,,,,,,,,,,,,,
162199390.668083,,,,,0.7666537704,-0.5388163444,-1.0378661011,,,,,,,,,,,,,,,,,,,,
162199431.474208,-0.5070800781,-0.6907806396,-0.2928771973,,,,,,,,,,,,,,,,,,,,,,,,
162199.481989958,,,,,,,,,,,-68.1106109619,-27.7487640381,371.9318847656,,,,,,,,,,,,,,
162199491.813667,,,,,0.3474764759,0.4073395435,-0.3860259990,,,,,,,,,,,,,,,,,,,,
162199536.732625,-0.4237670898,-0.9906616211,-0.3572082520,,,,,,,,,,,,,,,,,,,,,,,,
1451923674999.99,,,,,,,,,,,,,,52.3944441089895,13.1328177731606,240.8203125,5.82999992370605,34.2345581054688,5.0,3.0,,,,,,,
162199.583028542,,,,,,,,,,,-67.7742614746,-27.4124298096,368.3351745605,,,,,,,,,,,,,,
162199592.85825,,,,,0.3649007399,-1.0751761890,-0.4021948489,,,,,,,,,,,,,,,,,,,,
162199641.940542,-0.1117095947,-1.0475006104,-0.0849304199,,,,,,,,,,,,,,,,,,,,,,,,
162199.684092667,,,,,,,,,,,-66.2606964111,-27.9169464111,365.8828735352,,,,,,,,,,,,,,
162199693.890625,,,,,-0.6616176317,-0.5000492410,-0.3484293549,,,,,,,,,,,,,,,,,,,,
162199747.134958,-0.0329589844,-1.0043640137,-0.2823486328,,,,,,,,,,,,,,,,,,,,,,,,
162199.785128458,,,,,,,,,,,-64.7471160889,-22.7035369873,365.3923950195,,,,,,,,,,,,,,
162199794.94125,,,,,-1.5449104010,-0.1173450029,-1.1182144701,,,,,,,,,,,,,,,,,,,,
162199852.345375,-0.1680450439,-0.8952178955,-0.8291015625,,,,,,,,,,,,,,,,,,,,,,,,
162199.886192917,,,,,,,,,,,-65.7561645508,-23.3762359619,363.4305725098,,,,,,,,,,,,,,
162199895.986792,,,,,1.2015623575,-2.0278006288,2.6380046041,,,,,,,,,,,,,,,,,,,,
162199957.598458,-1.2592010498,-0.7333068848,-0.1709442139,,,,,,,,,,,,,,,,,,,,,,,,
162199.987230833,,,,,,,,,,,-74.1648864746,-34.8120880127,362.7766113281,,,,,,,,,,,,,,
162199997.113625,,,,,1.1238787474,-0.8411884588,0.4040899543,,,,,,,,,,,,,,,,,,,,
162200062.786,-0.4044342041,-0.6942749023,0.1780548096,,,,,,,,,,,,,,,,,,,,,,,,
162200.088266917,,,,,,,,,,,-69.9605255127,-31.2804260254,363.2670898438,,,,,,,,,,,,,,
162200098.164792,,,,,-0.7418480227,1.9349673606,-1.3253961524,,,,,,,,,,,,,,,,,,,,
162200168.026083,-0.5587310791,-0.8229522705,-0.3502655029,,,,,,,,,,,,,,,,,,,,,,,,
162200.189151917,,,,,,,,,,,-69.1196594238,-30.1032104492,362.7766113281,,,,,,,,,,,,,,
162200199.294417,,,,,-0.1307745253,-0.7029688003,-0.4652020445,,,,,,,,,,,,,,,,,,,,
162200272.862792,0.1748352051,-0.9313201904,-0.0923767090,,,,,,,,,,,,,,,,,,,,,,,,
162200.290195375,,,,,,,,,,,-63.0653839111,-28.0851135254,361.1417541504,,,,,,,,,,,,,,
162200300.424375,,,,,-1.3960383645,1.1748710918,-0.9246780263,,,,,,,,,,,,,,,,,,,,
162200378.054208,-0.2327270508,-0.6860504150,-0.9211730957,,,,,,,,,,,,,,,,,,,,,,,,
162200.391232583,,,,,,,,,,,-65.4198150635,-23.3762359619,360.1608276367,,,,,,,,,,,,,,
162200401.462375,,,,,-0.9964544787,-0.8466524664,1.1650661316,,,,,,,,,,,,,,,,,,,,
162200483.271625,-0.9032135010,-0.6690826416,-0.4675750732,,,,,,,,,,,,,,,,,,,,,,,,
162200.4922815,,,,,,,,,,,-63.4017333984,-22.3671875000,365.7193603516,,,,,,,,,,,,,,
162200502.505667,,,,,-0.7427617533,2.1358695753,-0.6764410527,,,,,,,,,,,,,,,,,,,,
1451923675999.99,,,,,,,,,,,,,,52.3944186699133,13.1327427551273,240.8203125,5.82999992370605,33.9439086914062,5.0,3.0,,,,,,,
162200588.51675,-0.8593902588,-0.5549926758,-0.5554504395,,,,,,,,,,,,,,,,,,,,,,,,
162200.593320042,,,,,,,,,,,-63.2335510254,-20.5172729492,368.4986572266,,,,,,,,,,,,,,
162200603.635042,,,,,-0.3509495042,-0.1953993250,0.6733443290,,,,,,,,,,,,,,,,,,,,
162200693.715708,-0.7610473633,-0.8392639160,-0.7807769775,,,,,,,,,,,,,,,,,,,,,,,,
162200.693782125,,,,,,,,,,,-62.3926849365,-23.7125854492,368.6621398926,,,,,,,,,,,,,,
162200704.676,,,,,0.1048755500,-0.6977908162,0.6124333074,,,,,,,,,,,,,,,,,,,,
162200798.917458,0.1065063477,-0.5075683594,-0.7521972656,,,,,,,,,,,,,,,,,,,,,,,,
162200.794824542,,,,,,,,,,,-61.5518035889,-21.5263214111,369.1525878906,,,,,,,,,,,,,,
162200805.716875,,,,,-0.4349426755,0.5574771141,0.5288358819,,,,,,,,,,,,,,,,,,,,
162200904.117833,-0.8425445557,-0.7098236084,-0.8468933105,,,,,,,,,,,,,,,,,,,,,,,,
162200.895865708,,,,,,,,,,,-62.2245025635,-25.5625000000,367.1907653809,,,,,,,,,,,,,,
162200906.755333,,,,,0.2242368322,-0.3160194834,1.1118276772,,,,,,,,,,,,,,,,,,,,
162200.996902875,,,,,,,,,,,-63.0653839111,-23.7125854492,369.9700317383,,,,,,,,,,,,,,
162201007.792417,,,,,-1.0212389211,0.8065673646,-0.9720340905,,,,,,,,,,,,,,,,,,,,
162201009.28775,-0.0858001709,-0.6195983887,-0.4657135010,,,,,,,,,,,,,,,,,,,,,,,,
162201.097940667,,,,,,,,,,,-63.7380828857,-22.3671875000,365.7193603516,,,,,,,,,,,,,,
162201108.829208,,,,,0.7790915316,-0.6087110072,-0.7425031604,,,,,,,,,,,,,,,,,,,,
162201114.496167,-0.4352569580,-0.5859222412,-0.4794006348,,,,,,,,,,,,,,,,,,,,,,,,
162201.198718792,,,,,,,,,,,-63.5699005127,-23.5444183350,362.2861633301,,,,,,,,,,,,,,
162201209.866042,,,,,-0.6326959686,-1.0551292439,0.1546164750,,,,,,,,,,,,,,,,,,,,
162201219.685667,-0.1831207275,-0.7776947021,-0.1943206787,,,,,,,,,,,,,,,,,,,,,,,,
162201.299755792,,,,,,,,,,,-68.6151275635,-22.1990203857,359.6703796387,,,,,,,,,,,,,,
162201310.903333,,,,,0.3853945635,-0.6252606892,-1.1407850266,,,,,,,,,,,,,,,,,,,,
162201324.937333,-0.4162750244,-0.4840393066,-0.4305114746,,,,,,,,,,,,,,,,,,,,,,,,
162201.400792083,,,,,,,,,,,-67.6060943604,-21.1899719238,356.0736694336,,,,,,,,,,,,,,
162201411.939708,,,,,-0.2013086131,0.5935943722,-0.9321900048,,,,,,,,,,,,,,,,,,,,
162201430.178917,-0.1386718750,-0.7210235596,-0.4681701660,,,,,,,,,,,,,,,,,,,,,,,,
162201.501901333,,,,,,,,,,,-65.7561645508,-20.6854553223,357.2180786133,,,,,,,,,,,,,,
162201513.005917,,,,,0.4300821402,-0.2556536110,-0.0547290257,,,,,,,,,,,,,,,,,,,,
1451923676999.99,,,,,,,,,,,,,,52.3944126768526,13.1325895339373,265.78125,10.4300003051758,35.895751953125,5.0,3.0,,,,,,,
162201535.417375,-0.4258728027,-0.8323974609,-0.1587066650,,,,,,,,,,,,,,,,,,,,,,,,
162201.602943333,,,,,,,,,,,-66.4288635254,-20.0127563477,355.5832214355,,,,,,,,,,,,,,
162201614.043625,,,,,-0.3755062463,-0.0299509749,-0.1383837092,,,,,,,,,,,,,,,,,,,,
162201640.615458,-0.3428649902,-0.6590728760,-0.4602203369,,,,,,,,,,,,,,,,,,,,,,,,
162201.703821292,,,,,,,,,,,-61.8881530762,-14.4629974365,358.6894531250,,,,,,,,,,,,,,
162201715.084792,,,,,-0.2015032902,0.4844662865,-0.4630318345,,,,,,,,,,,,,,,,,,,,
162201745.822458,-0.7197265625,-0.8521118164,-1.0872039795,,,,,,,,,,,,,,,,,,,,,,,,
162201.8048565,,,,,,,,,,,-64.7471160889,-15.6402130127,356.5641479492,,,,,,,,,,,,,,
162201816.122292,,,,,0.0999548273,1.2339533205,-1.8213087053,,,,,,,,,,,,,,,,,,,,
162201851.053833,-0.0031585693,-0.7593841553,-0.5846557617,,,,,,,,,,,,,,,,,,,,,,,,
162201.905892917,,,,,,,,,,,-64.4107818604,-16.3129119873,358.1990051270,,,,,,,,,,,,,,
162201917.159292,,,,,-0.0821550575,0.1625979688,0.2357688524,,,,,,,,,,,,,,,,,,,,
162201956.304042,-0.2784576416,-0.8083343506,-0.8425750732,,,,,,,,,,,,,,,,,,,,,,,,
162202.006929542,,,,,,,,,,,-64.9152984619,-18.4991760254,359.3434143066,,,,,,,,,,,,,,
162202018.195792,,,,,1.1105461640,0.1518150958,0.6209242640,,,,,,,,,,,,,,,,,,,,
162202061.510792,-0.2590332031,-0.7765045166,-0.3506164551,,,,,,,,,,,,,,,,,,,,,,,,
162202.107971292,,,,,,,,,,,-63.9062500000,-20.8536224365,359.6703796387,,,,,,,,,,,,,,
162202119.232667,,,,,0.4509820958,0.6335774749,-0.2979049280,,,,,,,,,,,,,,,,,,,,
162202166.764042,-0.3418884277,-0.8203582764,-0.4165191650,,,,,,,,,,,,,,,,,,,,,,,,
162202.208911625,,,,,,,,,,,-64.4107818604,-23.7125854492,359.5068969727,,,,,,,,,,,,,,
162202220.272333,,,,,0.7062767127,1.0053334578,-0.2850935252,,,,,,,,,,,,,,,,,,,,
162202271.9595,-0.0397491455,-0.9427795410,-0.2970581055,,,,,,,,,,,,,,,,,,,,,,,,
162202.309947667,,,,,,,,,,,-62.3926849365,-20.3491058350,361.7957153320,,,,,,,,,,,,,,
162202321.312833,,,,,-0.6223498541,0.4013690026,-0.8103597060,,,,,,,,,,,,,,,,,,,,
162202377.156792,-0.0903930664,-1.0225677490,-0.4246978760,,,,,,,,,,,,,,,,,,,,,,,,
162202.410983625,,,,,,,,,,,-63.5699005127,-18.1628417969,357.7085571289,,,,,,,,,,,,,,
162202422.351292,,,,,-0.9444445405,-1.6148996060,-0.3874254901,,,,,,,,,,,,,,,,,,,,
162202482.415542,0.2002105713,-0.7883758545,-0.6743316650,,,,,,,,,,,,,,,,,,,,,,,,
162202.512033583,,,,,,,,,,,-65.4198150635,-15.9765625000,355.2562255859,,,,,,,,,,,,,,
1451923677999.99,,,,,,,,,,,,,,52.3944035405781,13.132409155381,265.78125,12.539999961853,35.6527709960938,5.0,4.0,,,,,,,
162202523.378333,,,,,0.5796926713,1.3292611980,0.5076885186,,,,,,,,,,,,,,,,,,,,
162202587.708625,-0.2987213135,-0.8250122070,-0.2767028809,,,,,,,,,,,,,,,,,,,,,,,,
162202.613074167,,,,,,,,,,,-64.0744323730,-15.9765625000,353.9483642578,,,,,,,,,,,,,,
162202624.41725,,,,,-1.2782408905,0.1887209159,0.4144006488,,,,,,,,,,,,,,,,,,,,
162202692.978125,-0.1255187988,-0.7961120605,-0.3918304443,,,,,,,,,,,,,,,,,,,,,,,,
162202.714095125,,,,,,,,,,,-56.1702270508,-9.0814208984,360.3243408203,,,,,,,,,,,,,,
162202724.773542,,,,,-2.8331850172,2.5856681624,-0.0407114773,,,,,,,,,,,,,,,,,,,,
162202798.233167,0.1161956787,-0.5075225830,-1.2379913330,,,,,,,,,,,,,,,,,,,,,,,,
162202.81513325,,,,,,,,,,,-51.4613494873,-5.7179412842,365.2289428711,,,,,,,,,,,,,,
162202825.814875,,,,,0.2210082820,1.2098583706,-0.5704371213,,,,,,,,,,,,,,,,,,,,
162202903.439625,-0.1933898926,-0.8290710449,-0.5840759277,,,,,,,,,,,,,,,,,,,,,,,,
162202.915156,,,,,,,,,,,-54.6566619873,-7.9042053223,360.4877929688,,,,,,,,,,,,,,
162202926.938917,,,,,-0.0604966336,-0.5999153851,-0.2552038030,,,,,,,,,,,,,,,,,,,,
162203007.978875,-0.0755615234,-0.7579498291,-0.9772491455,,,,,,,,,,,,,,,,,,,,,,,,
162203.016173542,,,,,,,,,,,-59.3655395508,-10.5949859619,358.8529663086,,,,,,,,,,,,,,
162203027.975458,,,,,1.7141875778,0.1870266128,-0.6071487969,,,,,,,,,,,,,,,,,,,,
162203112.633667,0.1449127197,-0.7400817871,-0.1822967529,,,,,,,,,,,,,,,,,,,,,,,,
162203.117212042,,,,,,,,,,,-65.2516479492,-19.8445739746,356.4006347656,,,,,,,,,,,,,,
162203129.012042,,,,,1.9715514708,-1.0790231252,-0.2571031695,,,,,,,,,,,,,,,,,,,,
162203217.871667,-0.0053405762,-0.7614135742,0.0138092041,,,,,,,,,,,,,,,,,,,,,,,,
162203.217936042,,,,,,,,,,,-67.7742614746,-25.0579833984,358.5259704590,,,,,,,,,,,,,,
162203230.146625,,,,,0.6180134289,-0.3406678382,-0.1410034608,,,,,,,,,,,,,,,,,,,,
162203323.070333,0.0471649170,-0.9630126953,-0.1863555908,,,,,,,,,,,,,,,,,,,,,,,,
162203.318973625,,,,,,,,,,,-68.1106109619,-26.0670318604,358.5259704590,,,,,,,,,,,,,,
162203331.184125,,,,,0.5161938562,-0.3393421166,-0.0505625101,,,,,,,,,,,,,,,,,,,,
162203428.349125,0.0013275146,-1.0747985840,-0.4652099609,,,,,,,,,,,,,,,,,,,,,,,,
162203.420011667,,,,,,,,,,,-66.9333953857,-24.8898010254,357.3815917969,,,,,,,,,,,,,,
162203432.221875,,,,,-0.3187151350,0.1286208270,0.1166339389,,,,,,,,,,,,,,,,,,,,
1451923678999.99,,,,,,,,,,,,,,52.3943916801851,13.132210839552,264.0234375,13.6999998092651,36.5970458984375,5.0,4.0,,,,,,,
